Number of pairs,46245.000000
Number of unique pairs,5867
Average pair frequency,7.882223
Pair entropy,8.084944

Pair,Frequency,Proportion,Entropy Term,Mutual Information
narrow shoe,8.000000,0.000173,0.001499,0.460173
narrow shoes,14.000000,0.000303,0.002453,0.388316
narrow expected,4.000000,0.000086,0.000809,1.195105
narrow nike,5.000000,0.000108,0.000987,0.892653
narrow small,4.000000,0.000086,0.000809,1.129473
narrow size,12.000000,0.000259,0.002143,1.270055
narrow feet,40.000000,0.000865,0.006100,3.213845
narrow really,3.000000,0.000065,0.000626,0.868791
narrow wide,9.000000,0.000195,0.001663,2.637657
narrow fit,9.000000,0.000195,0.001663,0.837701
narrow order,3.000000,0.000065,0.000626,1.689772
narrow perfect,3.000000,0.000065,0.000626,0.521848
narrow little,4.000000,0.000086,0.000809,1.065959
narrow tight,5.000000,0.000108,0.000987,1.993856
narrow box,3.000000,0.000065,0.000626,1.844720
narrow width,10.000000,0.000216,0.001825,3.661368
narrow good,5.000000,0.000108,0.000987,0.329163
narrow toe,9.000000,0.000195,0.001663,3.153985
narrow comfortable,9.000000,0.000195,0.001663,0.747350
narrow foot,19.000000,0.000411,0.003204,2.980779
narrow ive,3.000000,0.000065,0.000626,1.321679
narrow right,3.000000,0.000065,0.000626,1.670814
narrow normal,5.000000,0.000108,0.000987,3.148483
narrow arch,5.000000,0.000108,0.000987,2.519051
narrow work,3.000000,0.000065,0.000626,1.855956
narrow son,5.000000,0.000108,0.000987,1.242146
narrow uncomfortable,3.000000,0.000065,0.000626,3.024773
narrow high,3.000000,0.000065,0.000626,2.261422
narrow compared,3.000000,0.000065,0.000626,3.566370
narrow golf,3.000000,0.000065,0.000626,1.191464
feet nice,3.000000,0.000065,0.000626,-0.235555
feet look,4.000000,0.000086,0.000809,0.380268
feet like,5.000000,0.000108,0.000987,0.089686
feet great,8.000000,0.000173,0.001499,-0.382960
feet shoe,7.000000,0.000151,0.001331,-0.301143
feet shoes,20.000000,0.000432,0.003350,0.117206
feet expected,4.000000,0.000086,0.000809,0.567320
feet love,6.000000,0.000130,0.001161,-0.144614
feet run,5.000000,0.000108,0.000987,1.168943
feet small,8.000000,0.000173,0.001499,1.194835
feet size,8.000000,0.000173,0.001499,0.236804
feet narrow,12.000000,0.000259,0.002143,2.009872
feet really,7.000000,0.000151,0.001331,1.088304
feet wide,15.000000,0.000324,0.002606,2.520697
feet fit,10.000000,0.000216,0.001825,0.315276
feet order,3.000000,0.000065,0.000626,1.061987
feet perfect,6.000000,0.000130,0.001161,0.587210
feet lot,6.000000,0.000130,0.001161,2.080188
feet support,4.000000,0.000086,0.000809,0.880862
feet little,10.000000,0.000216,0.001825,1.354465
feet need,4.000000,0.000086,0.000809,1.538711
feet day,28.000000,0.000605,0.004486,2.762982
feet doesnt,3.000000,0.000065,0.000626,2.009872
feet way,4.000000,0.000086,0.000809,1.429313
feet getting,4.000000,0.000086,0.000809,2.348198
feet feel,15.000000,0.000324,0.002606,2.081514
feet different,3.000000,0.000065,0.000626,1.441476
feet tight,4.000000,0.000086,0.000809,1.142927
feet time,7.000000,0.000151,0.001331,1.120392
feet wear,4.000000,0.000086,0.000809,0.049516
feet knee,3.000000,0.000065,0.000626,4.006426
feet comfort,3.000000,0.000065,0.000626,1.441476
feet hours,10.000000,0.000216,0.001825,3.331628
feet happy,3.000000,0.000065,0.000626,0.751832
feet good,8.000000,0.000173,0.001499,0.171382
feet perfectly,5.000000,0.000108,0.000987,1.761855
feet toe,3.000000,0.000065,0.000626,1.427587
feet comfortable,16.000000,0.000346,0.002757,0.694929
feet foot,3.000000,0.000065,0.000626,0.507167
feet running,3.000000,0.000065,0.000626,0.445896
feet hurt,21.000000,0.000454,0.003495,4.145538
feet far,3.000000,0.000065,0.000626,1.694791
feet right,3.000000,0.000065,0.000626,1.043029
feet hard,4.000000,0.000086,0.000809,1.982473
feet normally,3.000000,0.000065,0.000626,2.199628
feet end,3.000000,0.000065,0.000626,2.848973
feet sore,4.000000,0.000086,0.000809,4.389418
feet tired,7.000000,0.000151,0.001331,4.418405
feet felt,3.000000,0.000065,0.000626,1.997602
feet didnt,4.000000,0.000086,0.000809,1.532948
feet best,5.000000,0.000108,0.000987,1.366070
feet extremely,3.000000,0.000065,0.000626,1.789200
feet issues,4.000000,0.000086,0.000809,2.779980
feet arch,5.000000,0.000108,0.000987,1.891266
feet work,8.000000,0.000173,0.001499,2.209000
feet hot,9.000000,0.000195,0.001663,3.718744
feet dry,12.000000,0.000259,0.002143,4.235267
feet fine,3.000000,0.000065,0.000626,1.850444
feet sweat,3.000000,0.000065,0.000626,4.006426
feet problem,3.000000,0.000065,0.000626,1.973504
feet holes,3.000000,0.000065,0.000626,2.343878
feet wet,3.000000,0.000065,0.000626,2.740759
feet cold,3.000000,0.000065,0.000626,4.794883
feet breathe,6.000000,0.000130,0.001161,4.389418
feet ground,3.000000,0.000065,0.000626,3.359798
feet stay,5.000000,0.000108,0.000987,3.359798
feet golf,4.000000,0.000086,0.000809,0.851361
feet arches,4.000000,0.000086,0.000809,3.433906
feet growing,3.000000,0.000065,0.000626,4.324879
really nice,49.000000,0.001060,0.007258,2.802867
really look,12.000000,0.000259,0.002143,1.724094
really like,49.000000,0.001060,0.007258,2.617283
really great,13.000000,0.000281,0.002299,0.347762
really light,11.000000,0.000238,0.001985,2.324800
really shoe,9.000000,0.000195,0.001663,0.195385
really shoes,44.000000,0.000951,0.006620,1.150877
really nike,3.000000,0.000065,0.000626,-0.000744
really love,19.000000,0.000411,0.003204,1.253279
really small,8.000000,0.000173,0.001499,1.440049
really size,5.000000,0.000108,0.000987,0.012015
really narrow,3.000000,0.000065,0.000626,0.868791
really feet,8.000000,0.000173,0.001499,1.221835
really fit,9.000000,0.000195,0.001663,0.455129
really color,4.000000,0.000086,0.000809,1.059481
really say,3.000000,0.000065,0.000626,1.913336
really little,3.000000,0.000065,0.000626,0.395706
really socks,3.000000,0.000065,0.000626,1.922147
really need,3.000000,0.000065,0.000626,1.496243
really pair,8.000000,0.000173,0.001499,0.820222
really sneakers,4.000000,0.000086,0.000809,1.324089
really ordered,3.000000,0.000065,0.000626,0.969362
really disappointed,4.000000,0.000086,0.000809,2.826343
really bought,4.000000,0.000086,0.000809,0.694994
really looks,4.000000,0.000086,0.000809,1.512267
really purchase,6.000000,0.000130,0.001161,2.177896
really way,5.000000,0.000108,0.000987,1.897670
really feel,9.000000,0.000195,0.001663,1.815902
really wear,5.000000,0.000108,0.000987,0.517874
really happy,10.000000,0.000216,0.001825,2.201018
really weight,4.000000,0.000086,0.000809,2.342097
really good,43.000000,0.000930,0.006491,2.098354
really comfortable,42.000000,0.000908,0.006361,1.905224
really foot,3.000000,0.000065,0.000626,0.752381
really wearing,3.000000,0.000065,0.000626,1.246857
really running,4.000000,0.000086,0.000809,0.978792
really hurt,5.000000,0.000108,0.000987,2.955668
really comfy,6.000000,0.000130,0.001161,2.255086
really hard,4.000000,0.000086,0.000809,2.227687
really looking,10.000000,0.000216,0.001825,2.149725
really enjoy,3.000000,0.000065,0.000626,3.430659
really wanted,3.000000,0.000065,0.000626,1.766733
really loved,4.000000,0.000086,0.000809,1.604498
really bad,7.000000,0.000151,0.001331,2.922122
really loves,4.000000,0.000086,0.000809,0.609280
really quality,3.000000,0.000065,0.000626,1.088853
really fast,7.000000,0.000151,0.001331,2.024562
really liked,13.000000,0.000281,0.002299,3.867377
really high,3.000000,0.000065,0.000626,1.878850
really durable,3.000000,0.000065,0.000626,2.444842
really likes,17.000000,0.000368,0.002907,4.121456
really enjoying,4.000000,0.000086,0.000809,4.857775
really enjoyed,4.000000,0.000086,0.000809,4.991307
really helped,3.000000,0.000065,0.000626,3.705096
really golf,3.000000,0.000065,0.000626,0.808893
really sharp,4.000000,0.000086,0.000809,3.992778
wide nice,3.000000,0.000065,0.000626,0.679912
wide like,4.000000,0.000086,0.000809,0.782010
wide great,9.000000,0.000195,0.001663,0.650290
wide shoe,12.000000,0.000259,0.002143,1.153320
wide shoes,12.000000,0.000259,0.002143,0.521848
wide size,5.000000,0.000108,0.000987,0.682268
wide narrow,7.000000,0.000151,0.001331,2.386343
wide feet,73.000000,0.001579,0.010184,4.103107
wide fit,8.000000,0.000173,0.001499,1.007600
wide perfect,3.000000,0.000065,0.000626,0.809530
wide fits,3.000000,0.000065,0.000626,1.548347
wide little,5.000000,0.000108,0.000987,1.576785
wide need,3.000000,0.000065,0.000626,2.166497
wide ordered,3.000000,0.000065,0.000626,1.639616
wide feel,3.000000,0.000065,0.000626,1.387543
wide sizes,4.000000,0.000086,0.000809,3.358975
wide width,13.000000,0.000281,0.002299,4.211414
wide good,7.000000,0.000151,0.001331,0.953318
wide toe,3.000000,0.000065,0.000626,2.343054
wide comfortable,9.000000,0.000195,0.001663,1.035032
wide foot,33.000000,0.000714,0.005170,3.820530
wide right,3.000000,0.000065,0.000626,1.958496
wide hard,4.000000,0.000086,0.000809,2.897940
wide flat,5.000000,0.000108,0.000987,4.023951
wide generally,3.000000,0.000065,0.000626,4.611738
bigger great,7.000000,0.000151,0.001331,0.915303
bigger shoe,7.000000,0.000151,0.001331,1.130652
bigger expected,4.000000,0.000086,0.000809,1.999115
bigger nike,3.000000,0.000065,0.000626,1.185837
bigger small,5.000000,0.000108,0.000987,2.156626
bigger size,32.000000,0.000692,0.005035,3.054894
bigger fit,5.000000,0.000108,0.000987,1.053924
bigger fits,3.000000,0.000065,0.000626,2.064675
bigger bought,4.000000,0.000086,0.000809,1.881575
bigger time,3.000000,0.000065,0.000626,1.704889
bigger wear,3.000000,0.000065,0.000626,1.193629
bigger happy,4.000000,0.000086,0.000809,2.471309
bigger good,3.000000,0.000065,0.000626,0.622348
bigger normally,4.000000,0.000086,0.000809,3.919105
bigger normal,5.000000,0.000108,0.000987,3.952492
bigger reviews,3.000000,0.000065,0.000626,3.646461
bigger reading,3.000000,0.000065,0.000626,4.945744
bigger usual,4.000000,0.000086,0.000809,4.627290
fit nice,20.000000,0.000432,0.003350,0.777076
fit look,37.000000,0.000800,0.005705,1.720403
fit like,58.000000,0.001254,0.008380,1.656203
fit years,3.000000,0.000065,0.000626,0.407844
fit real,6.000000,0.000130,0.001161,1.843531
fit great,153.000000,0.003308,0.018896,1.683547
fit light,9.000000,0.000195,0.001663,0.994427
fit product,3.000000,0.000065,0.000626,-0.197196
fit shoe,25.000000,0.000541,0.004067,0.087333
fit shoes,27.000000,0.000584,0.004347,-0.467178
fit expected,91.000000,0.001968,0.012261,2.807396
fit thanks,3.000000,0.000065,0.000626,0.438428
fit nike,12.000000,0.000259,0.002143,0.255847
fit love,28.000000,0.000605,0.004486,0.511342
fit run,5.000000,0.000108,0.000987,0.284454
fit small,33.000000,0.000714,0.005170,1.727412
fit size,53.000000,0.001146,0.007761,1.243166
fit narrow,12.000000,0.000259,0.002143,1.125383
fit feet,27.000000,0.000584,0.004347,1.308528
fit really,18.000000,0.000389,0.003056,1.148277
fit wide,9.000000,0.000195,0.001663,1.125383
fit bigger,3.000000,0.000065,0.000626,0.543098
fit order,6.000000,0.000130,0.001161,0.870645
fit awesome,11.000000,0.000238,0.001985,1.035290
fit color,8.000000,0.000173,0.001499,0.622925
fit perfect,107.000000,0.002314,0.014042,2.583790
fit support,10.000000,0.000216,0.001825,0.912664
fit fits,3.000000,0.000065,0.000626,-0.251609
fit little,36.000000,0.000778,0.005572,1.750910
fit big,7.000000,0.000151,0.001331,1.068812
fit socks,4.000000,0.000086,0.000809,1.080126
fit pair,10.000000,0.000216,0.001825,-0.086338
fit came,8.000000,0.000173,0.001499,1.335875
fit ankle,3.000000,0.000065,0.000626,1.089015
fit ordered,8.000000,0.000173,0.001499,0.820489
fit bought,7.000000,0.000151,0.001331,0.124907
fit daughter,9.000000,0.000195,0.001663,1.774257
fit doesnt,3.000000,0.000065,0.000626,1.125383
fit half,4.000000,0.000086,0.000809,0.339454
fit looks,4.000000,0.000086,0.000809,0.382564
fit purchase,3.000000,0.000065,0.000626,0.355046
fit way,4.000000,0.000086,0.000809,0.544824
fit problems,3.000000,0.000065,0.000626,1.669684
fit feel,24.000000,0.000519,0.003925,1.667028
fit different,3.000000,0.000065,0.000626,0.556987
fit super,4.000000,0.000086,0.000809,0.625730
fit ran,3.000000,0.000065,0.000626,1.830953
fit tight,22.000000,0.000476,0.003640,1.963186
fit time,5.000000,0.000108,0.000987,-0.100569
fit wear,9.000000,0.000195,0.001663,-0.024043
fit better,21.000000,0.000454,0.003495,2.137866
fit think,3.000000,0.000065,0.000626,0.757658
fit excellent,7.000000,0.000151,0.001331,0.541130
fit smaller,9.000000,0.000195,0.001663,1.927096
fit comfort,12.000000,0.000259,0.002143,1.943282
fit delivery,3.000000,0.000065,0.000626,0.707648
fit happy,3.000000,0.000065,0.000626,-0.132657
fit width,5.000000,0.000108,0.000987,1.455947
fit toes,3.000000,0.000065,0.000626,1.100991
fit fantastic,3.000000,0.000065,0.000626,1.830953
fit definitely,4.000000,0.000086,0.000809,0.880260
fit style,7.000000,0.000151,0.001331,1.196646
fit good,67.000000,0.001449,0.009471,1.412144
fit perfectly,115.000000,0.002487,0.014913,4.012860
fit toe,5.000000,0.000108,0.000987,1.053924
fit room,3.000000,0.000065,0.000626,1.376697
fit grandson,3.000000,0.000065,0.000626,0.945121
fit comfortable,75.000000,0.001622,0.010419,1.355340
fit theyre,3.000000,0.000065,0.000626,0.419966
fit foot,16.000000,0.000346,0.002757,1.296655
fit running,8.000000,0.000173,0.001499,0.542237
fit ive,3.000000,0.000065,0.000626,-0.190595
fit snug,24.000000,0.000519,0.003925,2.828589
fit strap,3.000000,0.000065,0.000626,2.054096
fit totally,3.000000,0.000065,0.000626,2.187627
fit usually,3.000000,0.000065,0.000626,0.945121
fit right,21.000000,0.000454,0.003495,2.104450
fit nicely,5.000000,0.000108,0.000987,2.772561
fit arrived,5.000000,0.000108,0.000987,1.074831
fit comfy,9.000000,0.000195,0.001663,1.530848
fit pretty,7.000000,0.000151,0.001331,1.713169
fit true,30.000000,0.000649,0.004762,3.158978
fit comfortably,10.000000,0.000216,0.001825,3.356509
fit ok,5.000000,0.000108,0.000987,1.648631
fit br,4.000000,0.000086,0.000809,0.427617
fit felt,3.000000,0.000065,0.000626,1.113113
fit thought,3.000000,0.000065,0.000626,1.089015
fit husband,3.000000,0.000065,0.000626,0.469976
fit quick,3.000000,0.000065,0.000626,1.271337
fit delivered,3.000000,0.000065,0.000626,1.408958
fit wanted,4.000000,0.000086,0.000809,0.924712
fit didnt,4.000000,0.000086,0.000809,0.648459
fit amazing,3.000000,0.000065,0.000626,0.724041
fit best,5.000000,0.000108,0.000987,0.481582
fit extremely,7.000000,0.000151,0.001331,1.752009
fit price,4.000000,0.000086,0.000809,-0.145729
fit expect,7.000000,0.000151,0.001331,2.341778
fit arch,4.000000,0.000086,0.000809,0.783634
fit son,10.000000,0.000216,0.001825,0.423019
fit loves,10.000000,0.000216,0.001825,0.395868
fit quality,7.000000,0.000151,0.001331,0.806448
fit okay,4.000000,0.000086,0.000809,2.373527
fit exactly,9.000000,0.000195,0.001663,1.683970
fit said,3.000000,0.000065,0.000626,0.732340
fit fine,18.000000,0.000389,0.003056,2.757715
fit fast,7.000000,0.000151,0.001331,0.894859
fit looked,4.000000,0.000086,0.000809,1.664379
fit large,4.000000,0.000086,0.000809,1.450805
fit somewhat,9.000000,0.000195,0.001663,2.507570
fit expectedbr,4.000000,0.000086,0.000809,3.861604
fit uncomfortable,3.000000,0.000065,0.000626,1.512499
fit gift,3.000000,0.000065,0.000626,0.998043
fit length,5.000000,0.000108,0.000987,2.663362
fit wears,3.000000,0.000065,0.000626,0.801333
fit glove,17.000000,0.000368,0.002907,3.699085
fit differently,3.000000,0.000065,0.000626,3.910394
fit stay,4.000000,0.000086,0.000809,2.252166
fit properly,3.000000,0.000065,0.000626,3.034925
fit wise,5.000000,0.000108,0.000987,3.545751
fit weird,3.000000,0.000065,0.000626,2.686619
fit perfectlybr,3.000000,0.000065,0.000626,4.421220
nikes years,3.000000,0.000065,0.000626,2.513476
nikes great,6.000000,0.000130,0.001161,0.550501
nikes shoe,7.000000,0.000151,0.001331,0.920000
nikes shoes,11.000000,0.000238,0.001985,0.740512
nikes nike,5.000000,0.000108,0.000987,1.486010
nikes love,3.000000,0.000065,0.000626,0.383381
nikes run,17.000000,0.000368,0.002907,3.613862
nikes small,5.000000,0.000108,0.000987,1.945974
nikes size,6.000000,0.000130,0.001161,1.170265
nikes narrow,3.000000,0.000065,0.000626,1.844720
nikes wide,3.000000,0.000065,0.000626,2.132402
nikes fit,13.000000,0.000281,0.002299,1.798783
nikes little,4.000000,0.000086,0.000809,1.659317
nikes pair,3.000000,0.000065,0.000626,0.815321
nikes bought,4.000000,0.000086,0.000809,1.670923
nikes good,4.000000,0.000086,0.000809,0.699378
nikes ive,6.000000,0.000130,0.001161,2.608184
nikes snug,3.000000,0.000065,0.000626,2.854779
nikes usually,5.000000,0.000108,0.000987,3.561578
nikes best,3.000000,0.000065,0.000626,2.076388
nikes owned,8.000000,0.000173,0.001499,3.981320
order like,4.000000,0.000086,0.000809,0.932737
order shoe,5.000000,0.000108,0.000987,0.428579
order shoes,16.000000,0.000346,0.002757,0.960257
order colors,3.000000,0.000065,0.000626,2.420659
order size,85.000000,0.001838,0.011578,3.666209
order wide,4.000000,0.000086,0.000809,2.265136
order bigger,7.000000,0.000151,0.001331,3.341080
order color,4.000000,0.000086,0.000809,1.880462
order perfect,5.000000,0.000108,0.000987,1.471083
order pair,15.000000,0.000324,0.002606,2.269811
order came,4.000000,0.000086,0.000809,2.593412
order half,27.000000,0.000584,0.004347,4.199680
order received,3.000000,0.000065,0.000626,2.797687
