Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
653,gym,,0,0,0,0,0,0,0
654,school,,0,0,0,0,0,0,0
655,described,,0,0,0,0,0,0,0
656,sooo,,0,0,0,0,0,0,0
657,unique,,0,0,0,0,0,0,0
658,pattern,,0,0,0,0,0,0,0
659,daily,,0,0,0,0,0,0,0
660,hoped,,0,0,0,0,0,0,0
661,similar,,0,0,0,0,0,0,0
662,narrow,,0,0,0,0,0,0,0
663,foam,,0,0,0,0,0,0,0
664,memory,,0,0,0,0,0,0,0
665,added,,0,0,0,0,0,0,0
666,grip,,0,0,0,0,0,0,0
667,sloppy,,0,0,0,0,0,0,0
668,sporty,,0,0,0,0,0,0,0
669,reviewing,,0,0,0,0,0,0,0
670,earlier,,0,0,0,0,0,0,0
671,models,,0,0,0,0,0,0,0
672,lift,,0,0,0,0,0,0,0
673,older,,0,0,0,0,0,0,0
674,tore,,0,0,0,0,0,0,0
675,paying,,0,0,0,0,0,0,0
676,window,,0,0,0,0,0,0,0
677,closed,,0,0,0,0,0,0,0
678,bad,,0,0,0,0,0,0,0
679,waste,,0,0,0,0,0,0,0
680,money,,0,0,0,0,0,0,0
681,em,,0,0,0,0,0,0,0
682,likes,,0,0,0,0,0,0,0
683,guys,,0,0,0,0,0,0,0
684,te,,0,0,0,0,0,0,0
685,squeak,,0,0,0,0,0,0,0
686,kind,,0,0,0,0,0,0,0
687,online,,0,0,0,0,0,0,0
688,replacing,,0,0,0,0,0,0,0
689,season,,0,0,0,0,0,0,0
690,beats,,0,0,0,0,0,0,0
691,competition,,0,0,0,0,0,0,0
692,hands,,0,0,0,0,0,0,0
693,live,,0,0,0,0,0,0,0
694,sister,,0,0,0,0,0,0,0
695,favourite,,0,0,0,0,0,0,0
696,arrived,,0,0,0,0,0,0,0
697,original,,0,0,0,0,0,0,0
698,feminine,,0,0,0,0,0,0,0
699,liking,,0,0,0,0,0,0,0
700,uber,,0,0,0,0,0,0,0
701,girly,,0,0,0,0,0,0,0
702,appearance,,0,0,0,0,0,0,0
703,wedges,,0,0,0,0,0,0,0
704,loosen,,0,0,0,0,0,0,0
705,covered,,0,0,0,0,0,0,0
706,idea,,0,0,0,0,0,0,0
707,returning,,0,0,0,0,0,0,0
708,chunky,,0,0,0,0,0,0,0
709,brown,,0,0,0,0,0,0,0
710,recommended,,0,0,0,0,0,0,0
711,fan,,0,0,0,0,0,0,0
712,picture,,0,0,0,0,0,0,0
713,sexy,,0,0,0,0,0,0,0
714,period,,0,0,0,0,0,0,0
715,opening,,0,0,0,0,0,0,0
716,smell,,0,0,0,0,0,0,0
717,rubbing,,0,0,0,0,0,0,0
718,come,,0,0,0,0,0,0,0
719,upcoming,,0,0,0,0,0,0,0
720,cruise,,0,0,0,0,0,0,0
721,stands,,0,0,0,0,0,0,0
722,correct,,0,0,0,0,0,0,0
723,hang,,0,0,0,0,0,0,0
724,sides,,0,0,0,0,0,0,0
725,inch,,0,0,0,0,0,0,0
726,additional,,0,0,0,0,0,0,0
727,gel,,0,0,0,0,0,0,0
728,pads,,0,0,0,0,0,0,0
729,available,,0,0,0,0,0,0,0
730,occasions,,0,0,0,0,0,0,0
731,sooooo,,0,0,0,0,0,0,0
732,comfortablebr,,0,0,0,0,0,0,0
733,winner,,0,0,0,0,0,0,0
734,tan,,0,0,0,0,0,0,0
735,exactly,,0,0,0,0,0,0,0
736,heat,,0,0,0,0,0,0,0
737,giving,,0,0,0,0,0,0,0
738,wider,,0,0,0,0,0,0,0
739,cushioned,,0,0,0,0,0,0,0
740,hated,,0,0,0,0,0,0,0
741,realize,,0,0,0,0,0,0,0
742,outdoor,,0,0,0,0,0,0,0
743,wedding,,0,0,0,0,0,0,0
744,stable,,0,0,0,0,0,0,0
745,areas,,0,0,0,0,0,0,0
746,total,,0,0,0,0,0,0,0
747,sparkle,,0,0,0,0,0,0,0
748,danced,,0,0,0,0,0,0,0
749,night,,0,0,0,0,0,0,0
750,reading,,0,0,0,0,0,0,0
751,reviews,,0,0,0,0,0,0,0
752,instead,,0,0,0,0,0,0,0
753,fun,,0,0,0,0,0,0,0
754,outfit,,0,0,0,0,0,0,0
755,fabulous,,0,0,0,0,0,0,0
756,flattering,,0,0,0,0,0,0,0
757,wedge,,0,0,0,0,0,0,0
758,soul,,0,0,0,0,0,0,0
759,delivered,,0,0,0,0,0,0,0
760,colour,,0,0,0,0,0,0,0
761,hanging,,0,0,0,0,0,0,0
762,begin,,0,0,0,0,0,0,0
763,chose,,0,0,0,0,0,0,0
764,based,,0,0,0,0,0,0,0
765,description,,0,0,0,0,0,0,0
766,shorts,,0,0,0,0,0,0,0
767,dresses,,0,0,0,0,0,0,0
768,thembr,,0,0,0,0,0,0,0
769,shipment,,0,0,0,0,0,0,0
770,leather,,0,0,0,0,0,0,0
771,awhile,,0,0,0,0,0,0,0
772,mom,,0,0,0,0,0,0,0
773,durable,,0,0,0,0,0,0,0
774,fitting,,0,0,0,0,0,0,0
775,broke,,0,0,0,0,0,0,0
776,unhappy,,0,0,0,0,0,0,0
777,tops,,0,0,0,0,0,0,0
778,wears,,0,0,0,0,0,0,0
779,skin,,0,0,0,0,0,0,0
780,rough,,0,0,0,0,0,0,0
781,gets,,0,0,0,0,0,0,0
782,model,,0,0,0,0,0,0,0
783,pinched,,0,0,0,0,0,0,0
784,previously,,0,0,0,0,0,0,0
785,cut,,0,0,0,0,0,0,0
786,required,,0,0,0,0,0,0,0
787,saturday,,0,0,0,0,0,0,0
788,cheaper,,0,0,0,0,0,0,0
789,prime,,0,0,0,0,0,0,0
790,pay,,0,0,0,0,0,0,0
791,attention,,0,0,0,0,0,0,0
792,feedback,,0,0,0,0,0,0,0
793,cutting,,0,0,0,0,0,0,0
794,package,,0,0,0,0,0,0,0
795,thank,,0,0,0,0,0,0,0
796,heavier,,0,0,0,0,0,0,0
797,impressed,,0,0,0,0,0,0,0
798,wished,,0,0,0,0,0,0,0
799,jeans,,0,0,0,0,0,0,0
800,maxi,,0,0,0,0,0,0,0
801,runs,,0,0,0,0,0,0,0
802,rhinestones,,0,0,0,0,0,0,0
803,saying,,0,0,0,0,0,0,0
804,thinking,,0,0,0,0,0,0,0
805,attractive,,0,0,0,0,0,0,0
806,followed,,0,0,0,0,0,0,0
807,suggestion,,0,0,0,0,0,0,0
808,store,,0,0,0,0,0,0,0
809,write,,0,0,0,0,0,0,0
810,stiff,,0,0,0,0,0,0,0
811,werent,,0,0,0,0,0,0,0
812,skinny,,0,0,0,0,0,0,0
813,sad,,0,0,0,0,0,0,0
814,review,,0,0,0,0,0,0,0
815,receive,,0,0,0,0,0,0,0
816,worked,,0,0,0,0,0,0,0
817,doable,,0,0,0,0,0,0,0
818,typically,,0,0,0,0,0,0,0
819,start,,0,0,0,0,0,0,0
820,fix,,0,0,0,0,0,0,0
821,issue,,0,0,0,0,0,0,0
822,pulled,,0,0,0,0,0,0,0
823,completely,,0,0,0,0,0,0,0
824,products,,0,0,0,0,0,0,0
825,advertised,,0,0,0,0,0,0,0
826,useless,,0,0,0,0,0,0,0
827,non,,0,0,0,0,0,0,0
828,post,,0,0,0,0,0,0,0
829,favor,,0,0,0,0,0,0,0
830,nature,,0,0,0,0,0,0,0
831,yard,,0,0,0,0,0,0,0
832,design,,0,0,0,0,0,0,0
833,ankle,,0,0,0,0,0,0,0
834,pillows,,0,0,0,0,0,0,0
835,wasnt,,0,0,0,0,0,0,0
836,thrilled,,0,0,0,0,0,0,0
837,painful,,0,0,0,0,0,0,0
838,tough,,0,0,0,0,0,0,0
839,red,,0,0,0,0,0,0,0
840,mark,,0,0,0,0,0,0,0
841,sandle,,0,0,0,0,0,0,0
842,healing,,0,0,0,0,0,0,0
843,marks,,0,0,0,0,0,0,0
844,healed,,0,0,0,0,0,0,0
845,pairbr,,0,0,0,0,0,0,0
846,sold,,0,0,0,0,0,0,0
847,biggest,,0,0,0,0,0,0,0
848,floor,,0,0,0,0,0,0,0
849,balance,,0,0,0,0,0,0,0
850,soooooo,,0,0,0,0,0,0,0
851,mother,,0,0,0,0,0,0,0
852,locally,,0,0,0,0,0,0,0
853,trouble,,0,0,0,0,0,0,0
854,generally,,0,0,0,0,0,0,0
855,switch,,0,0,0,0,0,0,0
856,particularly,,0,0,0,0,0,0,0
857,pants,,0,0,0,0,0,0,0
858,classy,,0,0,0,0,0,0,0
859,women,,0,0,0,0,0,0,0
860,ask,,0,0,0,0,0,0,0
861,worried,,0,0,0,0,0,0,0
862,roomy,,0,0,0,0,0,0,0
863,leg,,0,0,0,0,0,0,0
864,taller,,0,0,0,0,0,0,0
865,tall,,0,0,0,0,0,0,0
866,amazed,,0,0,0,0,0,0,0
867,stretches,,0,0,0,0,0,0,0
868,constant,,0,0,0,0,0,0,0
869,worry,,0,0,0,0,0,0,0
870,rolling,,0,0,0,0,0,0,0
871,ankles,,0,0,0,0,0,0,0
872,priced,,0,0,0,0,0,0,0
873,helps,,0,0,0,0,0,0,0
874,padding,,0,0,0,0,0,0,0
875,typical,,0,0,0,0,0,0,0
876,close,,0,0,0,0,0,0,0
877,socks,,0,0,0,0,0,0,0
878,washer,,0,0,0,0,0,0,0
879,damaged,,0,0,0,0,0,0,0
880,notice,,0,0,0,0,0,0,0
881,possible,,0,0,0,0,0,0,0
882,breakin,,0,0,0,0,0,0,0
883,job,,0,0,0,0,0,0,0
884,teacher,,0,0,0,0,0,0,0
885,important,,0,0,0,0,0,0,0
886,bone,,0,0,0,0,0,0,0
887,spurs,,0,0,0,0,0,0,0
888,weave,,0,0,0,0,0,0,0
889,space,,0,0,0,0,0,0,0
890,refund,,0,0,0,0,0,0,0
891,odor,,0,0,0,0,0,0,0
892,penny,,0,0,0,0,0,0,0
893,dissatisfied,,0,0,0,0,0,0,0
894,began,,0,0,0,0,0,0,0
895,rate,,0,0,0,0,0,0,0
896,zero,,0,0,0,0,0,0,0
897,higher,,0,0,0,0,0,0,0
898,ages,,0,0,0,0,0,0,0
899,swelling,,0,0,0,0,0,0,0
900,camper,,0,0,0,0,0,0,0
901,flats,,0,0,0,0,0,0,0
902,slipped,,0,0,0,0,0,0,0
903,silver,,0,0,0,0,0,0,0
904,tread,,0,0,0,0,0,0,0
905,slippery,,0,0,0,0,0,0,0
906,appropriate,,0,0,0,0,0,0,0
907,glittery,,0,0,0,0,0,0,0
908,box,,0,0,0,0,0,0,0
909,forever,,0,0,0,0,0,0,0
910,theses,,0,0,0,0,0,0,0
911,factory,,0,0,0,0,0,0,0
912,suggest,,0,0,0,0,0,0,0
913,yes,,0,0,0,0,0,0,0
914,lunch,,0,0,0,0,0,0,0
915,bernie,,0,0,0,0,0,0,0
916,aside,,0,0,0,0,0,0,0
917,accommodate,,0,0,0,0,0,0,0
918,squeezed,,0,0,0,0,0,0,0
919,wouldve,,0,0,0,0,0,0,0
920,pricing,,0,0,0,0,0,0,0
921,exchange,,0,0,0,0,0,0,0
922,spare,,0,0,0,0,0,0,0
923,personally,,0,0,0,0,0,0,0
924,average,,0,0,0,0,0,0,0
925,glove,,0,0,0,0,0,0,0
926,bounce,,0,0,0,0,0,0,0
927,fashionable,,0,0,0,0,0,0,0
928,finding,,0,0,0,0,0,0,0
929,discontinued,,0,0,0,0,0,0,0
930,heal,,0,0,0,0,0,0,0
931,pops,,0,0,0,0,0,0,0
932,arrive,,0,0,0,0,0,0,0
933,hurting,,0,0,0,0,0,0,0
934,helped,,0,0,0,0,0,0,0
935,god,,0,0,0,0,0,0,0
936,skirts,,0,0,0,0,0,0,0
937,known,,0,0,0,0,0,0,0
938,athletic,,0,0,0,0,0,0,0
939,friday,,0,0,0,0,0,0,0
940,finally,,0,0,0,0,0,0,0
941,slides,,0,0,0,0,0,0,0
942,leaves,,0,0,0,0,0,0,0
943,circulation,,0,0,0,0,0,0,0
944,esp,,0,0,0,0,0,0,0
945,covers,,0,0,0,0,0,0,0
946,looser,,0,0,0,0,0,0,0
947,surgeries,,0,0,0,0,0,0,0
948,result,,0,0,0,0,0,0,0
949,working,,0,0,0,0,0,0,0
950,compare,,0,0,0,0,0,0,0
951,particular,,0,0,0,0,0,0,0
952,choices,,0,0,0,0,0,0,0
953,shopping,,0,0,0,0,0,0,0
954,smooth,,0,0,0,0,0,0,0
955,natural,,0,0,0,0,0,0,0
956,threads,,0,0,0,0,0,0,0
957,vibrant,,0,0,0,0,0,0,0
958,multicolored,,0,0,0,0,0,0,0
959,care,,0,0,0,0,0,0,0
960,old,,0,0,0,0,0,0,0
961,supportive,,0,0,0,0,0,0,0
962,wet,,0,0,0,0,0,0,0
963,achilles,,0,0,0,0,0,0,0
964,thinner,,0,0,0,0,0,0,0
965,insole,,0,0,0,0,0,0,0
966,form,,0,0,0,0,0,0,0
967,young,,0,0,0,0,0,0,0
968,directly,,0,0,0,0,0,0,0
969,peep,,0,0,0,0,0,0,0
970,pushed,,0,0,0,0,0,0,0
971,squeeze,,0,0,0,0,0,0,0
972,woven,,0,0,0,0,0,0,0
973,photo,,0,0,0,0,0,0,0
974,asked,,0,0,0,0,0,0,0
975,colder,,0,0,0,0,0,0,0
976,remember,,0,0,0,0,0,0,0
977,glitter,,0,0,0,0,0,0,0
978,upset,,0,0,0,0,0,0,0
979,items,,0,0,0,0,0,0,0
980,advice,,0,0,0,0,0,0,0
981,doubt,,0,0,0,0,0,0,0
982,option,,0,0,0,0,0,0,0
983,imagine,,0,0,0,0,0,0,0
984,cuter,,0,0,0,0,0,0,0
985,options,,0,0,0,0,0,0,0
986,considering,,0,0,0,0,0,0,0
987,inexpensive,,0,0,0,0,0,0,0
988,complaining,,0,0,0,0,0,0,0
989,moderately,,0,0,0,0,0,0,0
990,works,,0,0,0,0,0,0,0
991,justify,,0,0,0,0,0,0,0
992,immediately,,0,0,0,0,0,0,0
993,mistake,,0,0,0,0,0,0,0
994,later,,0,0,0,0,0,0,0
995,real,,0,0,0,0,0,0,0
996,sized,,0,0,0,0,0,0,0
997,inconsistent,,0,0,0,0,0,0,0
998,clever,,0,0,0,0,0,0,0
999,provides,,0,0,0,0,0,0,0
1000,halfsize,,0,0,0,0,0,0,0
1001,attire,,0,0,0,0,0,0,0
1002,simply,,0,0,0,0,0,0,0
1003,taupesilver,,0,0,0,0,0,0,0
1004,pic,,0,0,0,0,0,0,0
1005,planning,,0,0,0,0,0,0,0
1006,evening,,0,0,0,0,0,0,0
1007,halfway,,0,0,0,0,0,0,0
1008,shows,,0,0,0,0,0,0,0
1009,cloud,,0,0,0,0,0,0,0
1010,dressier,,0,0,0,0,0,0,0
1011,dance,,0,0,0,0,0,0,0
1012,sweat,,0,0,0,0,0,0,0
1013,outfits,,0,0,0,0,0,0,0
1014,test,,0,0,0,0,0,0,0
1015,fashion,,0,0,0,0,0,0,0
1016,compared,,0,0,0,0,0,0,0
1017,causes,,0,0,0,0,0,0,0
1018,numb,,0,0,0,0,0,0,0
1019,oversized,,0,0,0,0,0,0,0
1020,included,,0,0,0,0,0,0,0
1021,words,,0,0,0,0,0,0,0
1022,mev,,0,0,0,0,0,0,0
1023,envy,,0,0,0,0,0,0,0
1024,tightly,,0,0,0,0,0,0,0
1025,plenty,,0,0,0,0,0,0,0
1026,grandma,,0,0,0,0,0,0,0
1027,shoesbr,,0,0,0,0,0,0,0
1028,postage,,0,0,0,0,0,0,0
1029,defective,,0,0,0,0,0,0,0
1030,instep,,0,0,0,0,0,0,0
1031,suggested,,0,0,0,0,0,0,0
1032,relaxed,,0,0,0,0,0,0,0
1033,taking,,0,0,0,0,0,0,0
1034,guy,,0,0,0,0,0,0,0
1035,straight,,0,0,0,0,0,0,0
1036,nylon,,0,0,0,0,0,0,0
1037,inner,,0,0,0,0,0,0,0
1038,turns,,0,0,0,0,0,0,0
1039,hot,,0,0,0,0,0,0,0
1040,mess,,0,0,0,0,0,0,0
1041,purchasing,,0,0,0,0,0,0,0
1042,denim,,0,0,0,0,0,0,0
1043,farbr,,0,0,0,0,0,0,0
1044,bottoms,,0,0,0,0,0,0,0
1045,enjoying,,0,0,0,0,0,0,0
1046,weak,,0,0,0,0,0,0,0
1047,tear,,0,0,0,0,0,0,0
1048,asks,,0,0,0,0,0,0,0
1049,weird,,0,0,0,0,0,0,0
1050,skip,,0,0,0,0,0,0,0
1051,knew,,0,0,0,0,0,0,0
1052,allday,,0,0,0,0,0,0,0
1053,duck,,0,0,0,0,0,0,0
1054,coverage,,0,0,0,0,0,0,0
1055,allot,,0,0,0,0,0,0,0
1056,wrote,,0,0,0,0,0,0,0
1057,honest,,0,0,0,0,0,0,0
1058,skeptical,,0,0,0,0,0,0,0
1059,materials,,0,0,0,0,0,0,0
1060,alittle,,0,0,0,0,0,0,0
1061,judge,,0,0,0,0,0,0,0
1062,help,,0,0,0,0,0,0,0
1063,lost,,0,0,0,0,0,0,0
1064,holes,,0,0,0,0,0,0,0
1065,marked,,0,0,0,0,0,0,0
1066,darn,,0,0,0,0,0,0,0
1067,internet,,0,0,0,0,0,0,0
1068,knowing,,0,0,0,0,0,0,0
1069,experience,,0,0,0,0,0,0,0
1070,pleasantly,,0,0,0,0,0,0,0
1071,walks,,0,0,0,0,0,0,0
1072,hole,,0,0,0,0,0,0,0
1073,medium,,0,0,0,0,0,0,0
1074,local,,0,0,0,0,0,0,0
1075,error,,0,0,0,0,0,0,0
1076,incredibly,,0,0,0,0,0,0,0
1077,streets,,0,0,0,0,0,0,0
1078,sell,,0,0,0,0,0,0,0
1079,twice,,0,0,0,0,0,0,0
1080,seen,,0,0,0,0,0,0,0
1081,met,,0,0,0,0,0,0,0
1082,slight,,0,0,0,0,0,0,0
1083,hubby,,0,0,0,0,0,0,0
1084,bouncy,,0,0,0,0,0,0,0
1085,factor,,0,0,0,0,0,0,0
1086,previous,,0,0,0,0,0,0,0
1087,opinion,,0,0,0,0,0,0,0
1088,springsummer,,0,0,0,0,0,0,0
1089,caused,,0,0,0,0,0,0,0
1090,family,,0,0,0,0,0,0,0
1091,variety,,0,0,0,0,0,0,0
1092,coming,,0,0,0,0,0,0,0
1093,bring,,0,0,0,0,0,0,0
1094,line,,0,0,0,0,0,0,0
1095,shoesthey,,0,0,0,0,0,0,0
1096,clouds,,0,0,0,0,0,0,0
1097,asap,,0,0,0,0,0,0,0
1098,adjust,,0,0,0,0,0,0,0
1099,threw,,0,0,0,0,0,0,0
1100,spent,,0,0,0,0,0,0,0
1101,dissapointed,,0,0,0,0,0,0,0
1102,held,,0,0,0,0,0,0,0
1103,footbr,,0,0,0,0,0,0,0
1104,secure,,0,0,0,0,0,0,0
1105,youbr,,0,0,0,0,0,0,0
1106,ball,,0,0,0,0,0,0,0
1107,middle,,0,0,0,0,0,0,0
1108,rounded,,0,0,0,0,0,0,0
1109,btw,,0,0,0,0,0,0,0
1110,match,,0,0,0,0,0,0,0
1111,birthday,,0,0,0,0,0,0,0
1112,accommodates,,0,0,0,0,0,0,0
1113,bummed,,0,0,0,0,0,0,0
1114,soak,,0,0,0,0,0,0,0
1115,dancing,,0,0,0,0,0,0,0
1116,near,,0,0,0,0,0,0,0
1117,soften,,0,0,0,0,0,0,0
1118,replace,,0,0,0,0,0,0,0
1119,alot,,0,0,0,0,0,0,0
1120,company,,0,0,0,0,0,0,0
1121,inserts,,0,0,0,0,0,0,0
1122,buckle,,0,0,0,0,0,0,0
1123,pealing,,0,0,0,0,0,0,0
1124,packaging,,0,0,0,0,0,0,0
1125,goodwill,,0,0,0,0,0,0,0
1126,clunky,,0,0,0,0,0,0,0
1127,plastic,,0,0,0,0,0,0,0
1128,metal,,0,0,0,0,0,0,0
1129,rubs,,0,0,0,0,0,0,0
1130,beware,,0,0,0,0,0,0,0
1131,lighting,,0,0,0,0,0,0,0
1132,green,,0,0,0,0,0,0,0
1133,hug,,0,0,0,0,0,0,0
1134,shoei,,0,0,0,0,0,0,0
1135,olive,,0,0,0,0,0,0,0
1136,item,,0,0,0,0,0,0,0
1137,arthritis,,0,0,0,0,0,0,0
1138,worst,,0,0,0,0,0,0,0
1139,badly,,0,0,0,0,0,0,0
1140,scratched,,0,0,0,0,0,0,0
1141,whats,,0,0,0,0,0,0,0
1142,led,,0,0,0,0,0,0,0
1143,interior,,0,0,0,0,0,0,0
1144,number,,0,0,0,0,0,0,0
1145,equal,,0,0,0,0,0,0,0
1146,parts,,0,0,0,0,0,0,0
1147,velcro,,0,0,0,0,0,0,0
1148,delivery,,0,0,0,0,0,0,0
1149,places,,0,0,0,0,0,0,0
1150,pillow,,0,0,0,0,0,0,0
1151,pink,,0,0,0,0,0,0,0
1152,button,,0,0,0,0,0,0,0
1153,decided,,0,0,0,0,0,0,0
1154,scratches,,0,0,0,0,0,0,0
1155,properly,,0,0,0,0,0,0,0
1156,closest,,0,0,0,0,0,0,0
1157,producto,,0,0,0,0,0,0,0
1158,fat,,0,0,0,0,0,0,0
1159,adjustable,,0,0,0,0,0,0,0
1160,gift,,0,0,0,0,0,0,0
1161,originally,,0,0,0,0,0,0,0
1162,appears,,0,0,0,0,0,0,0
1163,stones,,0,0,0,0,0,0,0
1164,brands,,0,0,0,0,0,0,0
1165,dug,,0,0,0,0,0,0,0
1166,holding,,0,0,0,0,0,0,0
1167,meaning,,0,0,0,0,0,0,0
1168,twisted,,0,0,0,0,0,0,0
1169,thumbs,,0,0,0,0,0,0,0
1170,upbr,,0,0,0,0,0,0,0
1171,adorable,,0,0,0,0,0,0,0
1172,bling,,0,0,0,0,0,0,0
1173,kill,,0,0,0,0,0,0,0
1174,continue,,0,0,0,0,0,0,0
1175,lines,,0,0,0,0,0,0,0
1176,consistently,,0,0,0,0,0,0,0
1177,sores,,0,0,0,0,0,0,0
1178,firstbut,,0,0,0,0,0,0,0
1179,adjusted,,0,0,0,0,0,0,0
1180,narrower,,0,0,0,0,0,0,0
1181,die,,0,0,0,0,0,0,0
1182,exposed,,0,0,0,0,0,0,0
1183,bare,,0,0,0,0,0,0,0
1184,complements,,0,0,0,0,0,0,0
1185,apart,,0,0,0,0,0,0,0
1186,horrible,,0,0,0,0,0,0,0
1187,stick,,0,0,0,0,0,0,0
1188,yrs,,0,0,0,0,0,0,0
1189,church,,0,0,0,0,0,0,0
1190,gems,,0,0,0,0,0,0,0
1191,lady,,0,0,0,0,0,0,0
1192,youd,,0,0,0,0,0,0,0
1193,face,,0,0,0,0,0,0,0
1194,read,,0,0,0,0,0,0,0
1195,hesitant,,0,0,0,0,0,0,0
1196,stated,,0,0,0,0,0,0,0
1197,noticed,,0,0,0,0,0,0,0
1198,toms,,0,0,0,0,0,0,0
1199,aware,,0,0,0,0,0,0,0
1200,located,,0,0,0,0,0,0,0
1201,proper,,0,0,0,0,0,0,0
1202,ran,,0,0,0,0,0,0,0
1203,inches,,0,0,0,0,0,0,0
1204,technology,,0,0,0,0,0,0,0
1205,classic,,0,0,0,0,0,0,0
1206,falls,,0,0,0,0,0,0,0
1207,sketcher,,0,0,0,0,0,0,0
1208,story,,0,0,0,0,0,0,0
1209,lining,,0,0,0,0,0,0,0
1210,peeled,,0,0,0,0,0,0,0
1211,future,,0,0,0,0,0,0,0
1212,torn,,0,0,0,0,0,0,0
1213,nearly,,0,0,0,0,0,0,0
1214,market,,0,0,0,0,0,0,0
1215,crazy,,0,0,0,0,0,0,0
1216,miss,,0,0,0,0,0,0,0
1217,wanting,,0,0,0,0,0,0,0
1218,bright,,0,0,0,0,0,0,0
1219,mothers,,0,0,0,0,0,0,0
1220,afraid,,0,0,0,0,0,0,0
1221,lose,,0,0,0,0,0,0,0
1222,theyd,,0,0,0,0,0,0,0
1223,lightning,,0,0,0,0,0,0,0
1224,careful,,0,0,0,0,0,0,0
1225,initially,,0,0,0,0,0,0,0
1226,sz,,0,0,0,0,0,0,0
1227,annoying,,0,0,0,0,0,0,0
1228,age,,0,0,0,0,0,0,0
1229,girls,,0,0,0,0,0,0,0
1230,retail,,0,0,0,0,0,0,0
1231,ridge,,0,0,0,0,0,0,0
1232,tighten,,0,0,0,0,0,0,0
1233,slid,,0,0,0,0,0,0,0
1234,incredible,,0,0,0,0,0,0,0
1235,hugs,,0,0,0,0,0,0,0
1236,walkable,,0,0,0,0,0,0,0
1237,forgiving,,0,0,0,0,0,0,0
1238,neoprene,,0,0,0,0,0,0,0
1239,breaks,,0,0,0,0,0,0,0
1240,success,,0,0,0,0,0,0,0
1241,exception,,0,0,0,0,0,0,0
1242,called,,0,0,0,0,0,0,0
1243,artificial,,0,0,0,0,0,0,0
1244,knees,,0,0,0,0,0,0,0
1245,hip,,0,0,0,0,0,0,0
1246,odd,,0,0,0,0,0,0,0
1247,prevented,,0,0,0,0,0,0,0
1248,add,,0,0,0,0,0,0,0
1249,supports,,0,0,0,0,0,0,0
1250,lacking,,0,0,0,0,0,0,0
1251,adequate,,0,0,0,0,0,0,0
1252,general,,0,0,0,0,0,0,0
1253,appeared,,0,0,0,0,0,0,0
1254,anticipated,,0,0,0,0,0,0,0
1255,regularly,,0,0,0,0,0,0,0
1256,using,,0,0,0,0,0,0,0
1257,raved,,0,0,0,0,0,0,0
1258,concrete,,0,0,0,0,0,0,0
1259,floors,,0,0,0,0,0,0,0
1260,feeling,,0,0,0,0,0,0,0
1261,step,,0,0,0,0,0,0,0
1262,blue,,0,0,0,0,0,0,0
1263,anymore,,0,0,0,0,0,0,0
1264,theyve,,0,0,0,0,0,0,0
1265,sisters,,0,0,0,0,0,0,0
1266,kids,,0,0,0,0,0,0,0
1267,updated,,0,0,0,0,0,0,0
1268,pieces,,0,0,0,0,0,0,0
1269,prevent,,0,0,0,0,0,0,0
1270,shame,,0,0,0,0,0,0,0
1271,trust,,0,0,0,0,0,0,0
1272,spot,,0,0,0,0,0,0,0
1273,ends,,0,0,0,0,0,0,0
1274,shorter,,0,0,0,0,0,0,0
1275,wellmade,,0,0,0,0,0,0,0
1276,sliding,,0,0,0,0,0,0,0
1277,surely,,0,0,0,0,0,0,0
1278,loving,,0,0,0,0,0,0,0
1279,fault,,0,0,0,0,0,0,0
1280,theyll,,0,0,0,0,0,0,0
1281,cuz,,0,0,0,0,0,0,0
1282,ware,,0,0,0,0,0,0,0
1283,park,,0,0,0,0,0,0,0
1284,woman,,0,0,0,0,0,0,0
1285,wants,,0,0,0,0,0,0,0
1286,fly,,0,0,0,0,0,0,0
1287,sits,,0,0,0,0,0,0,0
1288,snugly,,0,0,0,0,0,0,0
1289,sons,,0,0,0,0,0,0,0
1290,reordered,,0,0,0,0,0,0,0
1291,dream,,0,0,0,0,0,0,0
1292,shiny,,0,0,0,0,0,0,0
1293,stores,,0,0,0,0,0,0,0
1294,defect,,0,0,0,0,0,0,0
1295,flaw,,0,0,0,0,0,0,0
1296,says,,0,0,0,0,0,0,0
1297,consider,,0,0,0,0,0,0,0
1298,outbr,,0,0,0,0,0,0,0
1299,wake,,0,0,0,0,0,0,0
1300,china,,0,0,0,0,0,0,0
1301,favorites,,0,0,0,0,0,0,0
1302,needless,,0,0,0,0,0,0,0
1303,america,,0,0,0,0,0,0,0
1304,oddly,,0,0,0,0,0,0,0
1305,parent,,0,0,0,0,0,0,0
1306,living,,0,0,0,0,0,0,0
1307,desert,,0,0,0,0,0,0,0
1308,breathe,,0,0,0,0,0,0,0
1309,timely,,0,0,0,0,0,0,0
1310,manner,,0,0,0,0,0,0,0
1311,requested,,0,0,0,0,0,0,0
1312,disappointment,,0,0,0,0,0,0,0
1313,label,,0,0,0,0,0,0,0
1314,comfotable,,0,0,0,0,0,0,0
1315,uncomfortably,,0,0,0,0,0,0,0
1316,aspect,,0,0,0,0,0,0,0
1317,forget,,0,0,0,0,0,0,0
1318,descent,,0,0,0,0,0,0,0
1319,tennis,,0,0,0,0,0,0,0
1320,knee,,0,0,0,0,0,0,0
1321,bummer,,0,0,0,0,0,0,0
