Number of words,102449
Number of unique words,2620
Average word frequency,39.102672
Entropy,6.250748

Word,Frequency,Proportion,Entropy Term
higher,29,0.000283,0.002313
ages,4,0.000039,0.000396
swelling,4,0.000039,0.000396
camper,4,0.000039,0.000396
flats,16,0.000156,0.001369
slipped,30,0.000293,0.002382
silver,22,0.000215,0.001814
tread,25,0.000244,0.002030
slippery,39,0.000381,0.002997
appropriate,8,0.000078,0.000739
glittery,5,0.000049,0.000485
box,100,0.000976,0.006766
forever,10,0.000098,0.000901
theses,20,0.000195,0.001667
factory,8,0.000078,0.000739
suggest,15,0.000146,0.001293
yes,18,0.000176,0.001519
lunch,6,0.000059,0.000571
bernie,5,0.000049,0.000485
aside,4,0.000039,0.000396
accommodate,7,0.000068,0.000655
squeezed,3,0.000029,0.000306
wouldve,10,0.000098,0.000901
pricing,4,0.000039,0.000396
exchange,33,0.000322,0.002590
spare,8,0.000078,0.000739
personally,6,0.000059,0.000571
average,23,0.000225,0.001886
glove,15,0.000146,0.001293
bounce,4,0.000039,0.000396
fashionable,18,0.000176,0.001519
finding,39,0.000381,0.002997
discontinued,10,0.000098,0.000901
heal,35,0.000342,0.002727
pops,4,0.000039,0.000396
arrive,5,0.000049,0.000485
hurting,46,0.000449,0.003461
helped,24,0.000234,0.001958
god,7,0.000068,0.000655
skirts,15,0.000146,0.001293
known,8,0.000078,0.000739
athletic,19,0.000185,0.001594
friday,3,0.000029,0.000306
finally,37,0.000361,0.002863
slides,15,0.000146,0.001293
leaves,6,0.000059,0.000571
circulation,6,0.000059,0.000571
esp,4,0.000039,0.000396
covers,5,0.000049,0.000485
looser,3,0.000029,0.000306
surgeries,8,0.000078,0.000739
result,4,0.000039,0.000396
working,147,0.001435,0.009394
compare,7,0.000068,0.000655
particular,27,0.000264,0.002172
choices,9,0.000088,0.000820
shopping,23,0.000225,0.001886
smooth,17,0.000166,0.001444
natural,7,0.000068,0.000655
threads,3,0.000029,0.000306
vibrant,14,0.000137,0.001216
multicolored,3,0.000029,0.000306
care,27,0.000264,0.002172
old,476,0.004646,0.024958
supportive,33,0.000322,0.002590
wet,73,0.000713,0.005164
achilles,10,0.000098,0.000901
thinner,11,0.000107,0.000981
insole,115,0.001123,0.007624
form,10,0.000098,0.000901
young,14,0.000137,0.001216
directly,7,0.000068,0.000655
peep,3,0.000029,0.000306
pushed,4,0.000039,0.000396
squeeze,6,0.000059,0.000571
woven,8,0.000078,0.000739
photo,11,0.000107,0.000981
asked,18,0.000176,0.001519
colder,6,0.000059,0.000571
remember,6,0.000059,0.000571
glitter,16,0.000156,0.001369
upset,11,0.000107,0.000981
items,5,0.000049,0.000485
advice,7,0.000068,0.000655
doubt,7,0.000068,0.000655
option,12,0.000117,0.001060
imagine,6,0.000059,0.000571
cuter,12,0.000117,0.001060
options,10,0.000098,0.000901
considering,20,0.000195,0.001667
inexpensive,10,0.000098,0.000901
complaining,10,0.000098,0.000901
moderately,3,0.000029,0.000306
works,70,0.000683,0.004980
justify,3,0.000029,0.000306
immediately,34,0.000332,0.002659
mistake,13,0.000127,0.001139
later,37,0.000361,0.002863
real,50,0.000488,0.003721
sized,20,0.000195,0.001667
inconsistent,6,0.000059,0.000571
clever,4,0.000039,0.000396
provides,15,0.000146,0.001293
halfsize,7,0.000068,0.000655
attire,5,0.000049,0.000485
simply,22,0.000215,0.001814
taupesilver,3,0.000029,0.000306
pic,8,0.000078,0.000739
planning,5,0.000049,0.000485
evening,3,0.000029,0.000306
halfway,3,0.000029,0.000306
shows,17,0.000166,0.001444
cloud,18,0.000176,0.001519
dressier,4,0.000039,0.000396
dance,5,0.000049,0.000485
sweat,17,0.000166,0.001444
outfits,20,0.000195,0.001667
test,12,0.000117,0.001060
fashion,11,0.000107,0.000981
compared,40,0.000390,0.003064
causes,9,0.000088,0.000820
numb,5,0.000049,0.000485
oversized,3,0.000029,0.000306
included,6,0.000059,0.000571
words,6,0.000059,0.000571
mev,4,0.000039,0.000396
envy,3,0.000029,0.000306
tightly,4,0.000039,0.000396
plenty,15,0.000146,0.001293
grandma,5,0.000049,0.000485
shoesbr,30,0.000293,0.002382
postage,6,0.000059,0.000571
defective,11,0.000107,0.000981
instep,15,0.000146,0.001293
suggested,4,0.000039,0.000396
relaxed,26,0.000254,0.002101
taking,20,0.000195,0.001667
guy,14,0.000137,0.001216
straight,16,0.000156,0.001369
nylon,3,0.000029,0.000306
inner,19,0.000185,0.001594
turns,8,0.000078,0.000739
hot,40,0.000390,0.003064
mess,5,0.000049,0.000485
purchasing,38,0.000371,0.002930
denim,4,0.000039,0.000396
farbr,3,0.000029,0.000306
bottoms,21,0.000205,0.001741
enjoying,7,0.000068,0.000655
weak,5,0.000049,0.000485
tear,20,0.000195,0.001667
asks,3,0.000029,0.000306
weird,19,0.000185,0.001594
skip,3,0.000029,0.000306
knew,20,0.000195,0.001667
allday,7,0.000068,0.000655
duck,4,0.000039,0.000396
coverage,5,0.000049,0.000485
allot,4,0.000039,0.000396
wrote,5,0.000049,0.000485
honest,4,0.000039,0.000396
skeptical,11,0.000107,0.000981
materials,15,0.000146,0.001293
alittle,7,0.000068,0.000655
judge,4,0.000039,0.000396
help,68,0.000664,0.004857
lost,14,0.000137,0.001216
holes,22,0.000215,0.001814
marked,4,0.000039,0.000396
darn,5,0.000049,0.000485
internet,3,0.000029,0.000306
knowing,10,0.000098,0.000901
experience,27,0.000264,0.002172
pleasantly,9,0.000088,0.000820
walks,31,0.000303,0.002452
hole,22,0.000215,0.001814
medium,18,0.000176,0.001519
local,31,0.000303,0.002452
error,5,0.000049,0.000485
incredibly,16,0.000156,0.001369
streets,3,0.000029,0.000306
sell,6,0.000059,0.000571
twice,24,0.000234,0.001958
seen,26,0.000254,0.002101
met,7,0.000068,0.000655
slight,9,0.000088,0.000820
hubby,8,0.000078,0.000739
bouncy,7,0.000068,0.000655
factor,4,0.000039,0.000396
previous,43,0.000420,0.003264
opinion,14,0.000137,0.001216
springsummer,4,0.000039,0.000396
caused,27,0.000264,0.002172
family,9,0.000088,0.000820
variety,8,0.000078,0.000739
coming,49,0.000478,0.003657
bring,11,0.000107,0.000981
line,38,0.000371,0.002930
shoesthey,5,0.000049,0.000485
clouds,30,0.000293,0.002382
asap,4,0.000039,0.000396
adjust,17,0.000166,0.001444
threw,8,0.000078,0.000739
spent,13,0.000127,0.001139
dissapointed,3,0.000029,0.000306
held,52,0.000508,0.003850
footbr,4,0.000039,0.000396
secure,9,0.000088,0.000820
youbr,3,0.000029,0.000306
ball,22,0.000215,0.001814
middle,11,0.000107,0.000981
rounded,3,0.000029,0.000306
btw,5,0.000049,0.000485
match,27,0.000264,0.002172
birthday,41,0.000400,0.003131
accommodates,3,0.000029,0.000306
bummed,8,0.000078,0.000739
soak,5,0.000049,0.000485
dancing,4,0.000039,0.000396
near,26,0.000254,0.002101
soften,9,0.000088,0.000820
replace,60,0.000586,0.004359
alot,19,0.000185,0.001594
company,25,0.000244,0.002030
inserts,78,0.000761,0.005467
buckle,4,0.000039,0.000396
pealing,4,0.000039,0.000396
packaging,5,0.000049,0.000485
goodwill,4,0.000039,0.000396
clunky,24,0.000234,0.001958
plastic,35,0.000342,0.002727
metal,13,0.000127,0.001139
rubs,20,0.000195,0.001667
beware,9,0.000088,0.000820
lighting,7,0.000068,0.000655
green,15,0.000146,0.001293
hug,6,0.000059,0.000571
shoei,3,0.000029,0.000306
olive,7,0.000068,0.000655
item,38,0.000371,0.002930
arthritis,6,0.000059,0.000571
worst,27,0.000264,0.002172
badly,9,0.000088,0.000820
scratched,4,0.000039,0.000396
whats,4,0.000039,0.000396
led,3,0.000029,0.000306
interior,6,0.000059,0.000571
number,12,0.000117,0.001060
equal,3,0.000029,0.000306
parts,9,0.000088,0.000820
velcro,94,0.000918,0.006417
delivery,54,0.000527,0.003979
places,11,0.000107,0.000981
pillow,5,0.000049,0.000485
pink,58,0.000566,0.004233
button,18,0.000176,0.001519
decided,46,0.000449,0.003461
scratches,6,0.000059,0.000571
properly,27,0.000264,0.002172
closest,5,0.000049,0.000485
producto,5,0.000049,0.000485
fat,8,0.000078,0.000739
adjustable,5,0.000049,0.000485
gift,65,0.000634,0.004671
originally,14,0.000137,0.001216
appears,12,0.000117,0.001060
stones,8,0.000078,0.000739
brands,39,0.000381,0.002997
dug,4,0.000039,0.000396
holding,61,0.000595,0.004422
meaning,3,0.000029,0.000306
twisted,4,0.000039,0.000396
thumbs,8,0.000078,0.000739
upbr,6,0.000059,0.000571
adorable,82,0.000800,0.005707
bling,13,0.000127,0.001139
kill,7,0.000068,0.000655
continue,22,0.000215,0.001814
lines,6,0.000059,0.000571
consistently,4,0.000039,0.000396
sores,5,0.000049,0.000485
firstbut,3,0.000029,0.000306
adjusted,3,0.000029,0.000306
narrower,15,0.000146,0.001293
die,9,0.000088,0.000820
exposed,7,0.000068,0.000655
bare,5,0.000049,0.000485
complements,4,0.000039,0.000396
apart,149,0.001454,0.009502
horrible,28,0.000273,0.002242
stick,11,0.000107,0.000981
yrs,12,0.000117,0.001060
church,9,0.000088,0.000820
gems,7,0.000068,0.000655
lady,4,0.000039,0.000396
youd,4,0.000039,0.000396
face,5,0.000049,0.000485
read,36,0.000351,0.002795
hesitant,7,0.000068,0.000655
stated,19,0.000185,0.001594
noticed,25,0.000244,0.002030
toms,3,0.000029,0.000306
aware,8,0.000078,0.000739
located,5,0.000049,0.000485
proper,5,0.000049,0.000485
ran,35,0.000342,0.002727
inches,7,0.000068,0.000655
technology,4,0.000039,0.000396
classic,5,0.000049,0.000485
falls,9,0.000088,0.000820
sketcher,58,0.000566,0.004233
story,4,0.000039,0.000396
lining,11,0.000107,0.000981
peeled,10,0.000098,0.000901
future,20,0.000195,0.001667
torn,14,0.000137,0.001216
nearly,27,0.000264,0.002172
market,6,0.000059,0.000571
crazy,24,0.000234,0.001958
miss,6,0.000059,0.000571
wanting,5,0.000049,0.000485
bright,61,0.000595,0.004422
mothers,3,0.000029,0.000306
afraid,9,0.000088,0.000820
lose,10,0.000098,0.000901
theyd,10,0.000098,0.000901
lightning,4,0.000039,0.000396
careful,9,0.000088,0.000820
initially,7,0.000068,0.000655
sz,11,0.000107,0.000981
annoying,18,0.000176,0.001519
age,19,0.000185,0.001594
girls,37,0.000361,0.002863
retail,11,0.000107,0.000981
ridge,4,0.000039,0.000396
tighten,9,0.000088,0.000820
slid,6,0.000059,0.000571
incredible,7,0.000068,0.000655
hugs,3,0.000029,0.000306
walkable,3,0.000029,0.000306
forgiving,3,0.000029,0.000306
neoprene,5,0.000049,0.000485
breaks,6,0.000059,0.000571
success,5,0.000049,0.000485
exception,5,0.000049,0.000485
called,10,0.000098,0.000901
artificial,3,0.000029,0.000306
knees,18,0.000176,0.001519
hip,7,0.000068,0.000655
odd,18,0.000176,0.001519
prevented,3,0.000029,0.000306
add,34,0.000332,0.002659
supports,22,0.000215,0.001814
lacking,8,0.000078,0.000739
adequate,6,0.000059,0.000571
general,17,0.000166,0.001444
appeared,4,0.000039,0.000396
anticipated,4,0.000039,0.000396
regularly,6,0.000059,0.000571
using,42,0.000410,0.003197
raved,3,0.000029,0.000306
concrete,69,0.000674,0.004919
floors,69,0.000674,0.004919
feeling,26,0.000254,0.002101
step,36,0.000351,0.002795
blue,47,0.000459,0.003527
anymore,43,0.000420,0.003264
theyve,24,0.000234,0.001958
sisters,3,0.000029,0.000306
kids,133,0.001298,0.008629
updated,3,0.000029,0.000306
pieces,6,0.000059,0.000571
prevent,7,0.000068,0.000655
shame,5,0.000049,0.000485
trust,9,0.000088,0.000820
spot,13,0.000127,0.001139
ends,8,0.000078,0.000739
shorter,11,0.000107,0.000981
wellmade,12,0.000117,0.001060
sliding,21,0.000205,0.001741
surely,3,0.000029,0.000306
loving,6,0.000059,0.000571
fault,13,0.000127,0.001139
theyll,20,0.000195,0.001667
cuz,6,0.000059,0.000571
ware,9,0.000088,0.000820
park,11,0.000107,0.000981
woman,7,0.000068,0.000655
wants,37,0.000361,0.002863
fly,4,0.000039,0.000396
sits,5,0.000049,0.000485
snugly,5,0.000049,0.000485
sons,20,0.000195,0.001667
reordered,8,0.000078,0.000739
dream,8,0.000078,0.000739
shiny,14,0.000137,0.001216
stores,29,0.000283,0.002313
defect,8,0.000078,0.000739
flaw,7,0.000068,0.000655
says,159,0.001552,0.010039
consider,15,0.000146,0.001293
outbr,4,0.000039,0.000396
wake,3,0.000029,0.000306
china,11,0.000107,0.000981
favorites,6,0.000059,0.000571
needless,11,0.000107,0.000981
america,4,0.000039,0.000396
oddly,4,0.000039,0.000396
parent,3,0.000029,0.000306
living,6,0.000059,0.000571
desert,3,0.000029,0.000306
breathe,15,0.000146,0.001293
timely,6,0.000059,0.000571
manner,3,0.000029,0.000306
requested,7,0.000068,0.000655
disappointment,16,0.000156,0.001369
label,7,0.000068,0.000655
comfotable,4,0.000039,0.000396
uncomfortably,3,0.000029,0.000306
aspect,4,0.000039,0.000396
forget,11,0.000107,0.000981
descent,3,0.000029,0.000306
tennis,44,0.000429,0.003330
knee,15,0.000146,0.001293
bummer,5,0.000049,0.000485
opted,6,0.000059,0.000571
comment,14,0.000137,0.001216
moment,9,0.000088,0.000820
list,4,0.000039,0.000396
alternate,5,0.000049,0.000485
ship,4,0.000039,0.000396
damage,8,0.000078,0.000739
impossible,4,0.000039,0.000396
stays,4,0.000039,0.000396
minute,7,0.000068,0.000655
nicer,7,0.000068,0.000655
providing,9,0.000088,0.000820
obsessed,3,0.000029,0.000306
matching,3,0.000029,0.000306
cost,29,0.000283,0.002313
reasonable,16,0.000156,0.001369
slipper,4,0.000039,0.000396
stitch,3,0.000029,0.000306
complaints,42,0.000410,0.003197
spend,30,0.000293,0.002382
workmanship,7,0.000068,0.000655
appreciate,7,0.000068,0.000655
junk,7,0.000068,0.000655
seven,12,0.000117,0.001060
exchanged,9,0.000088,0.000820
takes,18,0.000176,0.001519
edges,5,0.000049,0.000485
sizesbr,3,0.000029,0.000306
check,10,0.000098,0.000901
loosened,5,0.000049,0.000485
march,9,0.000088,0.000820
snow,14,0.000137,0.001216
april,5,0.000049,0.000485
grateful,3,0.000029,0.000306
existing,3,0.000029,0.000306
inventory,3,0.000029,0.000306
orange,14,0.000137,0.001216
named,3,0.000029,0.000306
relax,3,0.000029,0.000306
europe,10,0.000098,0.000901
unavailable,3,0.000029,0.000306
irritate,3,0.000029,0.000306
luckily,7,0.000068,0.000655
achy,7,0.000068,0.000655
feetbr,7,0.000068,0.000655
cons,7,0.000068,0.000655
pleasant,3,0.000029,0.000306
surprise,11,0.000107,0.000981
expecting,18,0.000176,0.001519
justice,3,0.000029,0.000306
pinky,10,0.000098,0.000901
stress,5,0.000049,0.000485
wrap,4,0.000039,0.000396
shifts,39,0.000381,0.002997
fairly,18,0.000176,0.001519
portion,10,0.000098,0.000901
anti,10,0.000098,0.000901
footed,7,0.000068,0.000655
multiple,7,0.000068,0.000655
stink,5,0.000049,0.000485
happened,14,0.000137,0.001216
searching,9,0.000088,0.000820
choice,20,0.000195,0.001667
newer,4,0.000039,0.000396
row,5,0.000049,0.000485
layer,6,0.000059,0.000571
clear,8,0.000078,0.000739
dinner,5,0.000049,0.000485
sunday,4,0.000039,0.000396
lasted,90,0.000878,0.006182
primary,3,0.000029,0.000306
fitted,10,0.000098,0.000901
hrs,39,0.000381,0.002997
worse,23,0.000225,0.001886
designed,11,0.000107,0.000981
tendinitis,3,0.000029,0.000306
suede,3,0.000029,0.000306
suited,3,0.000029,0.000306
supported,4,0.000039,0.000396
spongy,6,0.000059,0.000571
preferred,5,0.000049,0.000485
firm,8,0.000078,0.000739
excelent,16,0.000156,0.001369
sneaker,86,0.000839,0.005946
busy,14,0.000137,0.001216
standwalk,3,0.000029,0.000306
kinds,5,0.000049,0.000485
extreme,5,0.000049,0.000485
repair,9,0.000088,0.000820
truly,16,0.000156,0.001369
purchases,8,0.000078,0.000739
door,3,0.000029,0.000306
various,4,0.000039,0.000396
telling,5,0.000049,0.000485
addition,11,0.000107,0.000981
sounded,3,0.000029,0.000306
goto,6,0.000059,0.000571
including,13,0.000127,0.001139
paid,25,0.000244,0.002030
replaced,28,0.000273,0.002242
hassle,5,0.000049,0.000485
sort,7,0.000068,0.000655
bothers,3,0.000029,0.000306
casually,3,0.000029,0.000306
dressed,9,0.000088,0.000820
change,34,0.000332,0.002659
surprisingly,10,0.000098,0.000901
rumblers,19,0.000185,0.001594
hangs,4,0.000039,0.000396
broken,41,0.000400,0.003131
push,9,0.000088,0.000820
lil,6,0.000059,0.000571
youll,9,0.000088,0.000820
sealed,4,0.000039,0.000396
wearbr,5,0.000049,0.000485
replacement,32,0.000312,0.002521
adore,3,0.000029,0.000306
understand,10,0.000098,0.000901
rock,11,0.000107,0.000981
clothing,5,0.000049,0.000485
opened,9,0.000088,0.000820
email,6,0.000059,0.000571
choose,11,0.000107,0.000981
slowly,3,0.000029,0.000306
breath,10,0.000098,0.000901
exact,26,0.000254,0.002101
puts,10,0.000098,0.000901
concept,3,0.000029,0.000306
low,31,0.000303,0.002452
liner,5,0.000049,0.000485
experienced,4,0.000039,0.000396
usa,6,0.000059,0.000571
july,6,0.000059,0.000571
overseas,4,0.000039,0.000396
sandalsbr,3,0.000029,0.000306
posted,6,0.000059,0.000571
ring,5,0.000049,0.000485
pad,18,0.000176,0.001519
fitbr,4,0.000039,0.000396
legs,42,0.000410,0.003197
thesebr,4,0.000039,0.000396
staying,4,0.000039,0.000396
entire,23,0.000225,0.001886
placed,6,0.000059,0.000571
reality,3,0.000029,0.000306
dark,15,0.000146,0.001293
combination,6,0.000059,0.000571
imo,3,0.000029,0.000306
strong,22,0.000215,0.001814
glue,27,0.000264,0.002172
stuff,8,0.000078,0.000739
doubts,3,0.000029,0.000306
quiet,3,0.000029,0.000306
noises,3,0.000029,0.000306
babies,4,0.000039,0.000396
waiting,14,0.000137,0.001216
friendly,3,0.000029,0.000306
sale,18,0.000176,0.001519
positive,5,0.000049,0.000485
reviewer,6,0.000059,0.000571
certainly,6,0.000059,0.000571
complete,8,0.000078,0.000739
agree,6,0.000059,0.000571
navy,9,0.000088,0.000820
payless,5,0.000049,0.000485
absorb,5,0.000049,0.000485
gross,3,0.000029,0.000306
pricebr,7,0.000068,0.000655
thankfully,6,0.000059,0.000571
pains,6,0.000059,0.000571
morning,12,0.000117,0.001060
afternoon,3,0.000029,0.000306
fourth,6,0.000059,0.000571
ache,13,0.000127,0.001139
receiving,5,0.000049,0.000485
disneyland,4,0.000039,0.000396
play,34,0.000332,0.002659
confortable,28,0.000273,0.002242
slipbr,3,0.000029,0.000306
sundresses,3,0.000029,0.000306
city,4,0.000039,0.000396
interested,5,0.000049,0.000485
late,6,0.000059,0.000571
daughters,53,0.000517,0.003915
set,23,0.000225,0.001886
amusement,6,0.000059,0.000571
stopped,30,0.000293,0.002382
lacked,3,0.000029,0.000306
present,10,0.000098,0.000901
heart,6,0.000059,0.000571
boots,285,0.002782,0.016370
heals,7,0.000068,0.000655
rating,21,0.000205,0.001741
absolute,4,0.000039,0.000396
proof,17,0.000166,0.001444
drag,3,0.000029,0.000306
picked,12,0.000117,0.001060
clearance,4,0.000039,0.000396
learn,4,0.000039,0.000396
fracture,3,0.000029,0.000306
thrown,6,0.000059,0.000571
weekend,5,0.000049,0.000485
outlet,10,0.000098,0.000901
hopes,6,0.000059,0.000571
shipped,21,0.000205,0.001741
anyways,4,0.000039,0.000396
standards,3,0.000029,0.000306
exceeded,5,0.000049,0.000485
expectations,17,0.000166,0.001444
unbelievable,4,0.000039,0.000396
heavy,145,0.001415,0.009285
studs,5,0.000049,0.000485
padded,18,0.000176,0.001519
visible,9,0.000088,0.000820
sending,19,0.000185,0.001594
missing,5,0.000049,0.000485
ahead,6,0.000059,0.000571
specifically,3,0.000029,0.000306
starts,15,0.000146,0.001293
enjoy,16,0.000156,0.001369
smallest,7,0.000068,0.000655
measure,4,0.000039,0.000396
hotel,3,0.000029,0.000306
sparkles,8,0.000078,0.000739
florida,3,0.000029,0.000306
solution,4,0.000039,0.000396
separate,9,0.000088,0.000820
prevents,3,0.000029,0.000306
possibility,3,0.000029,0.000306
causing,19,0.000185,0.001594
state,6,0.000059,0.000571
happier,8,0.000078,0.000739
asics,9,0.000088,0.000820
crying,3,0.000029,0.000306
mail,7,0.000068,0.000655
mean,13,0.000127,0.001139
inbr,6,0.000059,0.000571
angle,3,0.000029,0.000306
rid,6,0.000059,0.000571
listed,7,0.000068,0.000655
asking,5,0.000049,0.000485
spilled,3,0.000029,0.000306
personal,4,0.000039,0.000396
structure,4,0.000039,0.000396
teach,4,0.000039,0.000396
bronze,5,0.000049,0.000485
bonus,12,0.000117,0.001060
sooner,5,0.000049,0.000485
changed,14,0.000137,0.001216
boat,3,0.000029,0.000306
skid,17,0.000166,0.001444
labeled,6,0.000059,0.000571
incorrectly,4,0.000039,0.000396
forth,6,0.000059,0.000571
moving,11,0.000107,0.000981
double,15,0.000146,0.001293
talking,7,0.000068,0.000655
synthetic,9,0.000088,0.000820
absorbing,3,0.000029,0.000306
food,28,0.000273,0.002242
setting,6,0.000059,0.000571
complain,19,0.000185,0.001594
ridiculously,6,0.000059,0.000571
traction,27,0.000264,0.002172
field,12,0.000117,0.001060
moms,3,0.000029,0.000306
build,7,0.000068,0.000655
speed,4,0.000039,0.000396
reliable,11,0.000107,0.000981
aching,10,0.000098,0.000901
ate,5,0.000049,0.000485
reccomend,3,0.000029,0.000306
slipons,10,0.000098,0.000901
feather,6,0.000059,0.000571
answer,4,0.000039,0.000396
measured,7,0.000068,0.000655
fear,3,0.000029,0.000306
edit,3,0.000029,0.000306
confort,4,0.000039,0.000396
bartender,7,0.000068,0.000655
pushes,3,0.000029,0.000306
hate,19,0.000185,0.001594
hopeful,4,0.000039,0.000396
awsome,4,0.000039,0.000396
gold,6,0.000059,0.000571
chewed,3,0.000029,0.000306
pricey,8,0.000078,0.000739
daybr,8,0.000078,0.000739
lighter,24,0.000234,0.001958
carrying,6,0.000059,0.000571
widths,4,0.000039,0.000396
fair,14,0.000137,0.001216
reorder,8,0.000078,0.000739
hit,22,0.000215,0.001814
slick,10,0.000098,0.000901
downside,4,0.000039,0.000396
greatest,6,0.000059,0.000571
durability,38,0.000371,0.002930
ease,5,0.000049,0.000485
cleaning,5,0.000049,0.000485
kicking,3,0.000029,0.000306
thx,5,0.000049,0.000485
manufacturer,12,0.000117,0.001060
contacted,5,0.000049,0.000485
compromise,3,0.000029,0.000306
occasion,3,0.000029,0.000306
rated,6,0.000059,0.000571
vendor,3,0.000029,0.000306
benefit,3,0.000029,0.000306
include,3,0.000029,0.000306
surface,22,0.000215,0.001814
free,14,0.000137,0.001216
thankyou,3,0.000029,0.000306
yr,35,0.000342,0.002727
event,3,0.000029,0.000306
wearable,8,0.000078,0.000739
blend,3,0.000029,0.000306
impact,5,0.000049,0.000485
tag,8,0.000078,0.000739
fallen,12,0.000117,0.001060
indicated,4,0.000039,0.000396
jog,3,0.000029,0.000306
scandals,3,0.000029,0.000306
importantly,6,0.000059,0.000571
ðŸ˜,6,0.000059,0.000571
require,6,0.000059,0.000571
sizebr,3,0.000029,0.000306
forgot,7,0.000068,0.000655
cramping,4,0.000039,0.000396
beat,23,0.000225,0.001886
complains,8,0.000078,0.000739
bending,3,0.000029,0.000306
wiggle,4,0.000039,0.000396
nonstop,4,0.000039,0.000396
bunion,9,0.000088,0.000820
def,3,0.000029,0.000306
reg,3,0.000029,0.000306
checked,4,0.000039,0.000396
stairs,7,0.000068,0.000655
conditions,10,0.000098,0.000901
fingers,3,0.000029,0.000306
sketches,12,0.000117,0.001060
iam,3,0.000029,0.000306
fixed,6,0.000059,0.000571
ups,38,0.000371,0.002930
injury,3,0.000029,0.000306
toneups,6,0.000059,0.000571
feature,24,0.000234,0.001958
dye,7,0.000068,0.000655
harder,4,0.000039,0.000396
tone,13,0.000127,0.001139
sharp,11,0.000107,0.000981
stupid,6,0.000059,0.000571
brandbr,3,0.000029,0.000306
hiking,6,0.000059,0.000571
flimsy,10,0.000098,0.000901
record,3,0.000029,0.000306
fail,9,0.000088,0.000820
trim,7,0.000068,0.000655
mentioned,7,0.000068,0.000655
jewels,7,0.000068,0.000655
blew,8,0.000078,0.000739
raised,5,0.000049,0.000485
toneup,3,0.000029,0.000306
annoyed,4,0.000039,0.000396
equally,3,0.000029,0.000306
supportbr,8,0.000078,0.000739
june,4,0.000039,0.000396
self,8,0.000078,0.000739
necessary,5,0.000049,0.000485
rugged,13,0.000127,0.001139
pack,3,0.000029,0.000306
hadnt,5,0.000049,0.000485
dollars,13,0.000127,0.001139
ridiculous,10,0.000098,0.000901
faulty,3,0.000029,0.000306
save,19,0.000185,0.001594
walmart,23,0.000225,0.001886
warmer,3,0.000029,0.000306
longest,4,0.000039,0.000396
glued,3,0.000029,0.000306
policy,10,0.000098,0.000901
eliminated,3,0.000029,0.000306
slack,3,0.000029,0.000306
assuming,3,0.000029,0.000306
things,20,0.000195,0.001667
gap,3,0.000029,0.000306
matters,5,0.000049,0.000485
virtually,3,0.000029,0.000306
law,3,0.000029,0.000306
scketchers,3,0.000029,0.000306
specially,5,0.000049,0.000485
pulling,8,0.000078,0.000739
flex,5,0.000049,0.000485
darker,5,0.000049,0.000485
leggings,3,0.000029,0.000306
sparkly,22,0.000215,0.001814
squeaks,3,0.000029,0.000306
instantly,6,0.000059,0.000571
carpet,5,0.000049,0.000485
receipt,5,0.000049,0.000485
worthless,3,0.000029,0.000306
coating,4,0.000039,0.000396
uses,12,0.000117,0.001060
shoebr,11,0.000107,0.000981
value,34,0.000332,0.002659
substantial,3,0.000029,0.000306
funky,5,0.000049,0.000485
follow,5,0.000049,0.000485
suit,5,0.000049,0.000485
cleaned,3,0.000029,0.000306
packed,4,0.000039,0.000396
compliant,4,0.000039,0.000396
negative,15,0.000146,0.001293
grocery,6,0.000059,0.000571
weekends,3,0.000029,0.000306
shouldnt,10,0.000098,0.000901
shock,13,0.000127,0.001139
health,4,0.000039,0.000396
swim,3,0.000029,0.000306
signs,12,0.000117,0.001060
turned,14,0.000137,0.001216
blame,3,0.000029,0.000306
honestly,13,0.000127,0.001139
defiantly,3,0.000029,0.000306
frequently,4,0.000039,0.000396
scraping,3,0.000029,0.000306
won,4,0.000039,0.000396
till,12,0.000117,0.001060
cheaply,10,0.000098,0.000901
intend,3,0.000029,0.000306
injuries,4,0.000039,0.000396
differently,4,0.000039,0.000396
slipon,4,0.000039,0.000396
rocks,3,0.000029,0.000306
shown,11,0.000107,0.000981
information,5,0.000049,0.000485
ability,4,0.000039,0.000396
gal,3,0.000029,0.000306
attempt,5,0.000049,0.000485
purchasebr,3,0.000029,0.000306
laces,115,0.001123,0.007624
ton,3,0.000029,0.000306
grand,19,0.000185,0.001594
split,11,0.000107,0.000981
road,4,0.000039,0.000396
grass,6,0.000059,0.000571
dirt,21,0.000205,0.001741
sport,7,0.000068,0.000655
neon,6,0.000059,0.000571
patent,4,0.000039,0.000396
steep,3,0.000029,0.000306
lasts,7,0.000068,0.000655
linoleum,5,0.000049,0.000485
floorsbr,3,0.000029,0.000306
direct,5,0.000049,0.000485
transaction,4,0.000039,0.000396
changing,8,0.000078,0.000739
treat,7,0.000068,0.000655
stocking,3,0.000029,0.000306
keeper,4,0.000039,0.000396
lite,7,0.000068,0.000655
bucks,13,0.000127,0.001139
claims,5,0.000049,0.000485
undone,6,0.000059,0.000571
son,425,0.004148,0.022754
word,4,0.000039,0.000396
refuses,4,0.000039,0.000396
carefully,3,0.000029,0.000306
body,5,0.000049,0.000485
site,12,0.000117,0.001060
credit,4,0.000039,0.000396
folks,6,0.000059,0.000571
realized,3,0.000029,0.000306
warning,3,0.000029,0.000306
gowalk,10,0.000098,0.000901
strip,3,0.000029,0.000306
