Number of pairs,65209.000000
Number of unique pairs,8257
Average pair frequency,7.897420
Pair entropy,8.403745

Pair,Frequency,Proportion,Entropy Term,Mutual Information
loved time,3.000000,0.000046,0.000459,1.039193
loved wore,5.000000,0.000077,0.000727,2.205762
loved shoes,43.000000,0.000659,0.004830,1.554588
loved look,6.000000,0.000092,0.000855,1.754360
loved comfortable,5.000000,0.000077,0.000727,-0.021316
loved work,3.000000,0.000046,0.000459,0.070920
loved style,4.000000,0.000061,0.000595,2.263332
loved skechers,9.000000,0.000138,0.001227,1.960335
loved size,3.000000,0.000046,0.000459,0.057230
loved pair,7.000000,0.000107,0.000981,1.088346
loved feel,3.000000,0.000046,0.000459,1.303556
loved said,3.000000,0.000046,0.000459,2.226964
loved colors,3.000000,0.000046,0.000459,2.072813
loved did,3.000000,0.000046,0.000459,1.797968
loved fit,7.000000,0.000107,0.000981,0.915465
loved ordered,4.000000,0.000061,0.000595,1.551835
loved color,3.000000,0.000046,0.000459,1.930393
loved nice,4.000000,0.000061,0.000595,1.291221
loved daughter,3.000000,0.000046,0.000459,0.507178
loved light,5.000000,0.000077,0.000727,1.754731
loved sneakers,4.000000,0.000061,0.000595,2.291503
loved boots,5.000000,0.000077,0.000727,2.209264
loved twinkle,3.000000,0.000046,0.000459,3.116821
loved lights,3.000000,0.000046,0.000459,2.119819
given stars,7.000000,0.000107,0.000981,6.112353
stars shoe,4.000000,0.000061,0.000595,1.294945
stars shoes,6.000000,0.000092,0.000855,0.757371
stars fit,5.000000,0.000077,0.000727,1.751217
stars came,3.000000,0.000046,0.000459,3.617877
stars good,3.000000,0.000046,0.000459,1.268267
stars instead,7.000000,0.000107,0.000981,5.706888
elastic strap,3.000000,0.000046,0.000459,4.138525
elastic tight,4.000000,0.000061,0.000595,4.135672
elastic bands,4.000000,0.000061,0.000595,7.645083
elastic inside,3.000000,0.000046,0.000459,4.491126
elastic foot,4.000000,0.000061,0.000595,3.231419
elastic broke,3.000000,0.000046,0.000459,5.314327
difficult shoes,9.000000,0.000138,0.001227,2.359888
difficult comfortable,4.000000,0.000061,0.000595,2.124817
rub feet,5.000000,0.000077,0.000727,2.631594
rub toe,3.000000,0.000046,0.000459,3.266960
rub toes,4.000000,0.000061,0.000595,3.991309
rub foot,3.000000,0.000046,0.000459,3.064365
blister toe,4.000000,0.000061,0.000595,4.733297
blister foot,3.000000,0.000046,0.000459,4.243020
foot shoe,14.000000,0.000215,0.001813,0.752482
foot great,7.000000,0.000107,0.000981,0.078572
foot wear,13.000000,0.000199,0.001699,0.913566
foot walking,5.000000,0.000077,0.000727,1.259866
foot felt,3.000000,0.000046,0.000459,2.036579
foot shoes,13.000000,0.000199,0.001699,-0.264665
foot comfortable,7.000000,0.000107,0.000981,-0.307845
foot work,3.000000,0.000046,0.000459,-0.552082
foot wearing,4.000000,0.000061,0.000595,0.821203
foot issues,6.000000,0.000092,0.000855,3.277939
foot pain,26.000000,0.000399,0.003121,3.883464
foot comfy,3.000000,0.000046,0.000459,0.809033
foot better,4.000000,0.000061,0.000595,1.377254
foot size,5.000000,0.000077,0.000727,-0.054946
foot right,3.000000,0.000046,0.000459,1.024144
foot arch,6.000000,0.000092,0.000855,1.637248
foot support,5.000000,0.000077,0.000727,1.030162
foot smaller,4.000000,0.000061,0.000595,1.784500
foot fine,6.000000,0.000092,0.000855,2.472314
foot straps,3.000000,0.000046,0.000459,1.744320
foot tight,10.000000,0.000153,0.001347,2.476578
foot toe,4.000000,0.000061,0.000595,0.858630
foot toes,4.000000,0.000061,0.000595,1.295297
foot perfect,5.000000,0.000077,0.000727,0.941643
foot does,3.000000,0.000046,0.000459,1.965752
foot sandal,6.000000,0.000092,0.000855,2.899285
foot big,3.000000,0.000046,0.000459,0.654882
foot little,12.000000,0.000184,0.001583,1.432112
foot high,4.000000,0.000061,0.000595,2.148074
foot feel,8.000000,0.000123,0.001105,1.661384
foot like,12.000000,0.000184,0.001583,1.082480
foot walk,4.000000,0.000061,0.000595,1.494148
foot long,4.000000,0.000061,0.000595,1.070188
foot sole,3.000000,0.000046,0.000459,1.159582
foot wrong,3.000000,0.000046,0.000459,2.437467
foot inside,6.000000,0.000092,0.000855,2.608889
foot soft,3.000000,0.000046,0.000459,1.786284
foot going,4.000000,0.000061,0.000595,2.095628
foot fit,16.000000,0.000245,0.002040,1.119142
foot slide,9.000000,0.000138,0.001227,3.837555
foot make,4.000000,0.000061,0.000595,1.747750
foot left,4.000000,0.000061,0.000595,2.440898
foot way,9.000000,0.000138,0.001227,2.419367
foot shape,3.000000,0.000046,0.000459,2.650389
foot place,4.000000,0.000061,0.000595,3.277939
foot feels,4.000000,0.000061,0.000595,2.155796
foot wide,6.000000,0.000092,0.000855,1.345728
foot large,3.000000,0.000046,0.000459,1.465236
foot good,6.000000,0.000092,0.000855,0.166189
foot bed,16.000000,0.000245,0.002040,5.266409
foot fits,4.000000,0.000061,0.000595,1.556023
foot surgery,8.000000,0.000123,0.001105,4.664233
foot loose,5.000000,0.000077,0.000727,2.604023
foot slip,4.000000,0.000061,0.000595,1.266216
foot slips,8.000000,0.000123,0.001105,4.664233
foot snug,3.000000,0.000046,0.000459,2.410438
foot forward,10.000000,0.000153,0.001347,4.405539
foot problems,7.000000,0.000107,0.000981,3.132573
foot width,3.000000,0.000046,0.000459,2.009428
foot try,3.000000,0.000046,0.000459,1.868114
foot ground,3.000000,0.000046,0.000459,3.732194
foot inch,4.000000,0.000061,0.000595,3.837555
foot ankle,5.000000,0.000077,0.000727,2.976072
foot leg,4.000000,0.000061,0.000595,3.757512
foot finding,3.000000,0.000046,0.000459,3.064365
foot slides,8.000000,0.000123,0.001105,5.000705
foot surgeries,3.000000,0.000046,0.000459,4.648485
foot secure,4.000000,0.000061,0.000595,4.818384
foot sliding,3.000000,0.000046,0.000459,3.683404
foot sits,4.000000,0.000061,0.000595,5.406171
foot beds,3.000000,0.000046,0.000459,5.629314
know shoe,3.000000,0.000046,0.000459,0.521755
know love,5.000000,0.000077,0.000727,1.142367
know wear,6.000000,0.000092,0.000855,1.450094
know lot,3.000000,0.000046,0.000459,2.657747
know shoes,10.000000,0.000153,0.001347,0.782689
know work,3.000000,0.000046,0.000459,0.757636
know skechers,7.000000,0.000107,0.000981,2.395737
know size,10.000000,0.000153,0.001347,1.947919
know right,3.000000,0.000046,0.000459,2.333862
know arch,5.000000,0.000077,0.000727,2.764645
know support,4.000000,0.000061,0.000595,2.116736
know pair,3.000000,0.000046,0.000459,0.927765
know little,3.000000,0.000046,0.000459,1.355536
know buying,4.000000,0.000061,0.000595,3.383684
know different,3.000000,0.000046,0.000459,2.801202
know going,5.000000,0.000077,0.000727,3.628489
know expect,4.000000,0.000061,0.000595,4.282275
know fit,5.000000,0.000077,0.000727,1.265709
know good,5.000000,0.000077,0.000727,1.293585
know hard,4.000000,0.000061,0.000595,2.803865
know memory,4.000000,0.000061,0.000595,2.470254
going shoe,5.000000,0.000077,0.000727,1.162456
going wear,5.000000,0.000077,0.000727,1.397648
going shoes,5.000000,0.000077,0.000727,0.219417
going work,5.000000,0.000077,0.000727,1.398337
going size,8.000000,0.000123,0.001105,1.854651
going order,5.000000,0.000077,0.000727,3.253395
going pair,6.000000,0.000092,0.000855,1.750787
going months,3.000000,0.000046,0.000459,2.421316
going good,3.000000,0.000046,0.000459,0.912635
going return,5.000000,0.000077,0.000727,3.336011
going try,4.000000,0.000061,0.000595,3.595389
going inserts,3.000000,0.000046,0.000459,3.810811
going strong,6.000000,0.000092,0.000855,5.769624
going stairs,3.000000,0.000046,0.000459,6.221609
lots wear,3.000000,0.000046,0.000459,1.935602
lots walking,5.000000,0.000077,0.000727,3.748239
lots comfort,3.000000,0.000046,0.000459,3.719131
lots compliments,11.000000,0.000169,0.001465,6.421238
lots support,3.000000,0.000046,0.000459,3.007709
lots cushion,3.000000,0.000046,0.000459,4.641588
did shoe,5.000000,0.000077,0.000727,0.529477
did love,3.000000,0.000046,0.000459,0.128437
did wear,4.000000,0.000061,0.000595,0.541526
did shoes,6.000000,0.000092,0.000855,-0.231240
did comfortable,4.000000,0.000061,0.000595,-0.060847
did feet,7.000000,0.000107,0.000981,1.078669
did work,4.000000,0.000061,0.000595,0.542215
did expected,3.000000,0.000046,0.000459,1.723400
did size,12.000000,0.000184,0.001583,1.627137
did small,3.000000,0.000046,0.000459,1.662423
did arch,3.000000,0.000046,0.000459,1.750716
did hurt,7.000000,0.000107,0.000981,3.124343
did half,3.000000,0.000046,0.000459,2.131863
did order,8.000000,0.000123,0.001105,3.090420
did pair,4.000000,0.000061,0.000595,0.712343
did need,5.000000,0.000077,0.000727,2.504103
did feel,7.000000,0.000107,0.000981,2.334466
did like,13.000000,0.000199,0.001699,1.969137
did long,3.000000,0.000046,0.000459,1.589120
did foot,3.000000,0.000046,0.000459,1.174967
did bigger,3.000000,0.000046,0.000459,2.852409
did fit,18.000000,0.000276,0.002262,2.043539
did want,8.000000,0.000123,0.001105,3.787982
did daughter,3.000000,0.000046,0.000459,0.690791
did hold,6.000000,0.000092,0.000855,3.391406
did good,4.000000,0.000061,0.000595,0.567338
did light,7.000000,0.000107,0.000981,2.274816
did return,4.000000,0.000061,0.000595,2.479889
did trick,4.000000,0.000061,0.000595,5.424328
did try,4.000000,0.000061,0.000595,2.962410
did run,4.000000,0.000061,0.000595,2.155796
did disappoint,7.000000,0.000107,0.000981,5.816889
did foam,4.000000,0.000061,0.000595,1.879423
did memory,5.000000,0.000077,0.000727,2.190294
did come,5.000000,0.000077,0.000727,3.326867
did notice,5.000000,0.000077,0.000727,4.954324
did properly,3.000000,0.000046,0.000459,4.238704
did add,3.000000,0.000046,0.000459,4.008180
expect shoes,7.000000,0.000107,0.000981,1.432819
expect skechers,3.000000,0.000046,0.000459,2.555244
expect better,3.000000,0.000046,0.000459,3.406094
expect support,3.000000,0.000046,0.000459,2.835859
expect long,4.000000,0.000061,0.000595,3.386710
expect hold,3.000000,0.000046,0.000459,4.208167
expect brand,3.000000,0.000046,0.000459,3.879663
expect quality,3.000000,0.000046,0.000459,3.298246
maybe time,3.000000,0.000046,0.000459,2.458277
maybe wear,3.000000,0.000046,0.000459,1.489315
maybe better,3.000000,0.000046,0.000459,3.131658
maybe size,6.000000,0.000092,0.000855,2.169462
maybe order,3.000000,0.000046,0.000459,3.345062
maybe pair,3.000000,0.000046,0.000459,1.660133
maybe little,3.000000,0.000046,0.000459,2.087904
maybe different,3.000000,0.000046,0.000459,3.533570
maybe times,6.000000,0.000092,0.000855,4.878192
maybe good,3.000000,0.000046,0.000459,1.515127
maybe stretch,3.000000,0.000046,0.000459,4.550504
breaking good,3.000000,0.000046,0.000459,2.071415
breaking period,4.000000,0.000061,0.000595,6.148246
putting shoes,4.000000,0.000061,0.000595,1.825212
bigger shoe,3.000000,0.000046,0.000459,0.889480
bigger wear,4.000000,0.000061,0.000595,1.412354
bigger shoes,3.000000,0.000046,0.000459,-0.053559
bigger expected,4.000000,0.000061,0.000595,2.881910
bigger size,22.000000,0.000337,0.002697,3.104102
bigger perfect,3.000000,0.000046,0.000459,2.108260
bigger like,3.000000,0.000046,0.000459,1.373628
bigger fit,3.000000,0.000046,0.000459,1.122608
bigger normal,8.000000,0.000123,0.001105,4.842904
attached sole,3.000000,0.000046,0.000459,5.121261
thong sandals,3.000000,0.000046,0.000459,4.522660
thong toes,3.000000,0.000046,0.000459,4.422750
heel shoe,17.000000,0.000261,0.002151,1.825573
heel great,3.000000,0.000046,0.000459,0.110209
heel strap,7.000000,0.000107,0.000981,3.289373
heel wear,4.000000,0.000061,0.000595,0.613846
heel shoes,4.000000,0.000061,0.000595,-0.564385
heel comfortable,4.000000,0.000061,0.000595,0.011474
heel pain,4.000000,0.000061,0.000595,2.890597
heel really,3.000000,0.000046,0.000459,1.145393
heel right,4.000000,0.000061,0.000595,2.190761
heel arch,3.000000,0.000046,0.000459,1.823036
heel support,5.000000,0.000077,0.000727,1.909097
heel perfect,4.000000,0.000061,0.000595,1.597434
heel sandal,3.000000,0.000046,0.000459,3.085073
heel little,4.000000,0.000061,0.000595,1.212435
heel feel,5.000000,0.000077,0.000727,2.070315
heel like,3.000000,0.000046,0.000459,0.575120
heel sole,4.000000,0.000061,0.000595,2.326199
heel slipping,3.000000,0.000046,0.000459,3.969275
heel area,12.000000,0.000184,0.001583,4.662422
heel height,11.000000,0.000169,0.001465,5.014324
heel loose,3.000000,0.000046,0.000459,2.972132
heel slip,3.000000,0.000046,0.000459,1.857468
heel edge,4.000000,0.000061,0.000595,4.898811
heel narrow,3.000000,0.000046,0.000459,2.213234
heel spurs,5.000000,0.000077,0.000727,6.171777
heel pad,4.000000,0.000061,0.000595,5.004172
looking shoe,22.000000,0.000337,0.002697,2.113003
looking great,5.000000,0.000077,0.000727,0.650635
looking wear,4.000000,0.000061,0.000595,0.643447
looking shoes,31.000000,0.000475,0.003637,1.512908
looking comfortable,16.000000,0.000245,0.002040,1.427369
looking work,14.000000,0.000215,0.001813,1.896899
looking comfort,4.000000,0.000061,0.000595,2.426976
looking super,3.000000,0.000046,0.000459,1.922729
looking skechers,3.000000,0.000046,0.000459,1.147257
looking comfy,5.000000,0.000077,0.000727,2.228394
looking size,3.000000,0.000046,0.000459,0.342764
looking pair,11.000000,0.000169,0.001465,1.825865
looking sandal,4.000000,0.000061,0.000595,3.402355
looking like,4.000000,0.000061,0.000595,0.892403
looking long,4.000000,0.000061,0.000595,1.978723
looking different,3.000000,0.000046,0.000459,2.400020
looking black,4.000000,0.000061,0.000595,2.933711
looking good,5.000000,0.000077,0.000727,0.892403
looking lightweight,3.000000,0.000046,0.000459,2.963633
looking slip,3.000000,0.000046,0.000459,1.887069
looking forward,7.000000,0.000107,0.000981,4.957399
looking extremely,3.000000,0.000046,0.000459,2.784432
looking narrow,3.000000,0.000046,0.000459,2.242834
looking bad,3.000000,0.000046,0.000459,2.606024
looking boots,4.000000,0.000061,0.000595,2.271655
looking son,3.000000,0.000046,0.000459,1.584373
looking boot,3.000000,0.000046,0.000459,2.909074
sizes shoe,3.000000,0.000046,0.000459,0.735329
sizes love,3.000000,0.000046,0.000459,0.845115
sizes size,5.000000,0.000077,0.000727,1.468346
sizes larger,3.000000,0.000046,0.000459,3.302459
sizes small,5.000000,0.000077,0.000727,2.889926
sizes perfect,3.000000,0.000046,0.000459,1.954109
sizes big,7.000000,0.000107,0.000981,3.025472
sizes ordered,5.000000,0.000077,0.000727,2.675269
sizes wide,3.000000,0.000046,0.000459,2.175872
sizes run,5.000000,0.000077,0.000727,3.095617
fit shoe,12.000000,0.000184,0.001583,-0.324856
fit love,13.000000,0.000199,0.001699,-0.135027
fit great,140.000000,0.002147,0.013190,2.151117
fit wore,3.000000,0.000046,0.000459,0.148747
fit bought,5.000000,0.000077,0.000727,-0.357733
fit especially,4.000000,0.000061,0.000595,1.638074
fit wear,13.000000,0.000199,0.001699,-0.009621
fit walking,3.000000,0.000046,0.000459,-0.174147
fit wonderful,4.000000,0.000061,0.000595,1.918034
fit shoes,22.000000,0.000337,0.002697,-0.661759
fit look,20.000000,0.000307,0.002481,1.412144
fit comfortable,96.000000,0.001472,0.009600,1.387406
fit feet,30.000000,0.000460,0.003535,0.804154
fit work,8.000000,0.000123,0.001105,-0.494440
fit day,7.000000,0.000107,0.000981,-0.340978
fit recommend,5.000000,0.000077,0.000727,0.635392
fit style,6.000000,0.000092,0.000855,1.122608
fit comfort,21.000000,0.000322,0.002589,2.253481
fit super,8.000000,0.000123,0.001105,1.071836
fit skechers,7.000000,0.000107,0.000981,0.162832
fit happy,7.000000,0.000107,0.000981,0.948255
fit comfy,8.000000,0.000123,0.001105,0.866675
fit better,27.000000,0.000414,0.003225,2.363609
fit expected,79.000000,0.001211,0.008136,3.264434
fit theyre,3.000000,0.000046,0.000459,0.307571
fit really,16.000000,0.000245,0.002040,1.017247
fit size,53.000000,0.000813,0.005783,1.382721
fit right,30.000000,0.000460,0.003535,2.403542
fit small,4.000000,0.000061,0.000595,0.220303
fit easy,6.000000,0.000092,0.000855,1.556244
fit quite,6.000000,0.000092,0.000855,1.965287
fit arch,4.000000,0.000061,0.000595,0.308596
fit hurt,6.000000,0.000092,0.000855,1.240391
fit half,6.000000,0.000092,0.000855,1.095209
fit smaller,7.000000,0.000107,0.000981,1.420928
fit definitely,3.000000,0.000046,0.000459,0.536881
fit order,3.000000,0.000046,0.000459,0.379789
fit pair,4.000000,0.000061,0.000595,-1.017458
fit length,3.000000,0.000046,0.000459,1.761688
fit fine,28.000000,0.000429,0.003329,3.089571
fit tight,11.000000,0.000169,0.001465,1.648701
fit toe,4.000000,0.000061,0.000595,-0.064558
fit price,10.000000,0.000153,0.001347,0.862383
fit ok,6.000000,0.000092,0.000855,1.752954
fit perfect,104.000000,0.001595,0.010273,3.053408
fit big,18.000000,0.000276,0.002262,1.523454
fit little,40.000000,0.000613,0.004537,1.712898
fit feel,19.000000,0.000291,0.002372,1.603194
fit like,40.000000,0.000613,0.004537,1.363265
fit long,5.000000,0.000077,0.000727,0.370144
fit didnt,6.000000,0.000092,0.000855,0.929542
fit hours,5.000000,0.000077,0.000727,0.501434
fit foot,18.000000,0.000276,0.002262,1.236925
fit did,3.000000,0.000046,0.000459,0.251780
fit maybe,3.000000,0.000046,0.000459,1.487251
fit bigger,3.000000,0.000046,0.000459,1.122608
fit heel,4.000000,0.000061,0.000595,0.611782
fit pretty,9.000000,0.000138,0.001227,1.443766
fit far,4.000000,0.000061,0.000595,0.694258
fit year,6.000000,0.000092,0.000855,0.402062
fit excellent,3.000000,0.000046,0.000459,0.388639
fit ordered,4.000000,0.000061,0.000595,0.005646
fit color,4.000000,0.000061,0.000595,0.671886
